"_uid","code","pin","created_at","assigned_at","updated_at","customer_award_id","reward_cycle_id","cycle_type","program_id",winners_per_draw,cycle_cadence,"cycle_unit","reward_cycle_instance_id2",cycle_sequence,"starting_date","ending_date",reward_cycle_num,"name","reward_cycle_short_description","reward_cycle_long_description","program_name","start_cycle","end_cycle","program_type","status","expiry",read_status,"award_id","customer_id","pin_num","serial_num","award_type","award_code",sequence_number,"start_timestamp","end_timestamp",days_valid,num_ballots,earn_multiple_allowed,"award_class",minutes_required
"2b543916145a11e9b06f0242ac120008","371197750","744","2019-01-09 22:01:51.808038","2019-01-09 23:47:00.257835","2019-01-09 23:47:00.258652","db71cfd0146811e9a81c0242ac120008","c4ffd80003d811e9ac140242ac130004","weekly","f87c2ba6fe2f11e885000242ac130005",100,7,"days","20b2817a03d911e983bc0242ac130004",0,"2018-12-19 21:57:28.000000","2018-12-26 21:57:45.000000",1,"Weekly Draw","Copy TBD","Win a $100 tim hortons gift card!","2018 - Loyalty 1.0","2018-12-12 17:04:09.000000","2019-12-12 17:04:09.000000","calendar","Earned",NULL,0,"361415ca02ed11e9bc730242ac130006","ea004b8803da11e984e90242ac130005","744","371197750","reward","weekly_coupon_reward",0,"2018-12-18 17:36:47.000000",NULL,90,NULL,1,NULL,NULL
"2b54da60145a11e9b06f0242ac120008","654176522","965","2019-01-09 22:01:51.812202","2019-01-09 23:47:00.301047","2019-01-09 23:47:00.301638","db78e7f2146811e9a81c0242ac120008","c4ffd80003d811e9ac140242ac130004","weekly","f87c2ba6fe2f11e885000242ac130005",100,7,"days","20b2817a03d911e983bc0242ac130004",0,"2018-12-19 21:57:28.000000","2018-12-26 21:57:45.000000",1,"Weekly Draw","Copy TBD","Win a $100 tim hortons gift card!","2018 - Loyalty 1.0","2018-12-12 17:04:09.000000","2019-12-12 17:04:09.000000","calendar","Earned",NULL,0,"361415ca02ed11e9bc730242ac130006","eb4c0efa03da11e9896a0242ac130005","965","654176522","reward","weekly_coupon_reward",0,"2018-12-18 17:36:47.000000",NULL,90,NULL,1,NULL,NULL
"2b559572145a11e9b06f0242ac120008","701639711","276","2019-01-09 22:01:51.817106","2019-01-09 23:47:00.361304","2019-01-09 23:47:00.362625","db7fb33e146811e9a81c0242ac120008","c4ffd80003d811e9ac140242ac130004","weekly","f87c2ba6fe2f11e885000242ac130005",100,7,"days","20b2817a03d911e983bc0242ac130004",0,"2018-12-19 21:57:28.000000","2018-12-26 21:57:45.000000",1,"Weekly Draw","Copy TBD","Win a $100 tim hortons gift card!","2018 - Loyalty 1.0","2018-12-12 17:04:09.000000","2019-12-12 17:04:09.000000","calendar","Earned",NULL,0,"361415ca02ed11e9bc730242ac130006","7217221e03d911e9896a0242ac130005","276","701639711","reward","weekly_coupon_reward",0,"2018-12-18 17:36:47.000000",NULL,90,NULL,1,NULL,NULL
"2b5634f0145a11e9b06f0242ac120008","100405978","649","2019-01-09 22:01:51.821021","2019-01-09 23:47:00.451551","2019-01-09 23:47:00.452884","db8d82d4146811e9a81c0242ac120008","c4ffd80003d811e9ac140242ac130004","weekly","f87c2ba6fe2f11e885000242ac130005",100,7,"days","20b2817a03d911e983bc0242ac130004",0,"2018-12-19 21:57:28.000000","2018-12-26 21:57:45.000000",1,"Weekly Draw","Copy TBD","Win a $100 tim hortons gift card!","2018 - Loyalty 1.0","2018-12-12 17:04:09.000000","2019-12-12 17:04:09.000000","calendar","Earned",NULL,0,"361415ca02ed11e9bc730242ac130006","455743f0056c11e98b860242ac190004","649","100405978","reward","weekly_coupon_reward",0,"2018-12-18 17:36:47.000000",NULL,90,NULL,1,NULL,NULL
"2b56cdac145a11e9b06f0242ac120008","440317748","890","2019-01-09 22:01:51.825141","2019-01-09 23:47:00.542207","2019-01-09 23:47:00.543334","db99d552146811e9a81c0242ac120008","c4ffd80003d811e9ac140242ac130004","weekly","f87c2ba6fe2f11e885000242ac130005",100,7,"days","20b2817a03d911e983bc0242ac130004",0,"2018-12-19 21:57:28.000000","2018-12-26 21:57:45.000000",1,"Weekly Draw","Copy TBD","Win a $100 tim hortons gift card!","2018 - Loyalty 1.0","2018-12-12 17:04:09.000000","2019-12-12 17:04:09.000000","calendar","Earned",NULL,0,"361415ca02ed11e9bc730242ac130006","eb04835003da11e9896a0242ac130005","890","440317748","reward","weekly_coupon_reward",0,"2018-12-18 17:36:47.000000",NULL,90,NULL,1,NULL,NULL
"2b5798c2145a11e9b06f0242ac120008","703375917","469","2019-01-09 22:01:51.830427","2019-01-09 23:47:00.575272","2019-01-09 23:47:00.575849","dba39c18146811e9a81c0242ac120008","c4ffd80003d811e9ac140242ac130004","weekly","f87c2ba6fe2f11e885000242ac130005",100,7,"days","20b2817a03d911e983bc0242ac130004",0,"2018-12-19 21:57:28.000000","2018-12-26 21:57:45.000000",1,"Weekly Draw","Copy TBD","Win a $100 tim hortons gift card!","2018 - Loyalty 1.0","2018-12-12 17:04:09.000000","2019-12-12 17:04:09.000000","calendar","Earned",NULL,0,"361415ca02ed11e9bc730242ac130006","ec353b2003da11e984e90242ac130005","469","703375917","reward","weekly_coupon_reward",0,"2018-12-18 17:36:47.000000",NULL,90,NULL,1,NULL,NULL
"2b583f70145a11e9b06f0242ac120008","551541001","325","2019-01-09 22:01:51.834484","2019-01-09 23:47:00.612885","2019-01-09 23:47:00.613418","dba864d2146811e9a81c0242ac120008","c4ffd80003d811e9ac140242ac130004","weekly","f87c2ba6fe2f11e885000242ac130005",100,7,"days","20b2817a03d911e983bc0242ac130004",0,"2018-12-19 21:57:28.000000","2018-12-26 21:57:45.000000",1,"Weekly Draw","Copy TBD","Win a $100 tim hortons gift card!","2018 - Loyalty 1.0","2018-12-12 17:04:09.000000","2019-12-12 17:04:09.000000","calendar","Earned",NULL,0,"361415ca02ed11e9bc730242ac130006","e7b4ca5c03da11e984e90242ac130005","325","551541001","reward","weekly_coupon_reward",0,"2018-12-18 17:36:47.000000",NULL,90,NULL,1,NULL,NULL
"2b58f942145a11e9b06f0242ac120008","994215758","410","2019-01-09 22:01:51.839022","2019-01-09 23:47:00.623183","2019-01-09 23:47:00.624033","dbaec19c146811e9a81c0242ac120008","c4ffd80003d811e9ac140242ac130004","weekly","f87c2ba6fe2f11e885000242ac130005",100,7,"days","20b2817a03d911e983bc0242ac130004",0,"2018-12-19 21:57:28.000000","2018-12-26 21:57:45.000000",1,"Weekly Draw","Copy TBD","Win a $100 tim hortons gift card!","2018 - Loyalty 1.0","2018-12-12 17:04:09.000000","2019-12-12 17:04:09.000000","calendar","Earned",NULL,0,"361415ca02ed11e9bc730242ac130006","eb8aa96203da11e9896a0242ac130005","410","994215758","reward","weekly_coupon_reward",0,"2018-12-18 17:36:47.000000",NULL,90,NULL,1,NULL,NULL
"2b5987ea145a11e9b06f0242ac120008","507843123","567","2019-01-09 22:01:51.842798","2019-01-09 23:47:00.659979","2019-01-09 23:47:00.660496","dbafdec4146811e9a81d0242ac120008","c4ffd80003d811e9ac140242ac130004","weekly","f87c2ba6fe2f11e885000242ac130005",100,7,"days","20b2817a03d911e983bc0242ac130004",0,"2018-12-19 21:57:28.000000","2018-12-26 21:57:45.000000",1,"Weekly Draw","Copy TBD","Win a $100 tim hortons gift card!","2018 - Loyalty 1.0","2018-12-12 17:04:09.000000","2019-12-12 17:04:09.000000","calendar","Earned",NULL,0,"361415ca02ed11e9bc730242ac130006","9767f30c056b11e98b860242ac190004","567","507843123","reward","weekly_coupon_reward",0,"2018-12-18 17:36:47.000000",NULL,90,NULL,1,NULL,NULL
"2b5a4018145a11e9b06f0242ac120008","276844720","222","2019-01-09 22:01:51.847350","2019-01-09 23:47:00.700749","2019-01-09 23:47:00.703929","dbb57bf4146811e9a81d0242ac120008","c4ffd80003d811e9ac140242ac130004","weekly","f87c2ba6fe2f11e885000242ac130005",100,7,"days","20b2817a03d911e983bc0242ac130004",0,"2018-12-19 21:57:28.000000","2018-12-26 21:57:45.000000",1,"Weekly Draw","Copy TBD","Win a $100 tim hortons gift card!","2018 - Loyalty 1.0","2018-12-12 17:04:09.000000","2019-12-12 17:04:09.000000","calendar","Earned",NULL,0,"361415ca02ed11e9bc730242ac130006","eb8aa96203da11e9896a0242ac130005","222","276844720","reward","weekly_coupon_reward",0,"2018-12-18 17:36:47.000000",NULL,90,NULL,1,NULL,NULL
"2b5ad140145a11e9b06f0242ac120008","198060621","668","2019-01-09 22:01:51.851204","2019-01-09 23:47:00.747311","2019-01-09 23:47:00.747951","dbbcff3c146811e9a81d0242ac120008","c4ffd80003d811e9ac140242ac130004","weekly","f87c2ba6fe2f11e885000242ac130005",100,7,"days","20b2817a03d911e983bc0242ac130004",0,"2018-12-19 21:57:28.000000","2018-12-26 21:57:45.000000",1,"Weekly Draw","Copy TBD","Win a $100 tim hortons gift card!","2018 - Loyalty 1.0","2018-12-12 17:04:09.000000","2019-12-12 17:04:09.000000","calendar","Earned",NULL,0,"361415ca02ed11e9bc730242ac130006","e89e1e0003da11e9896a0242ac130005","668","198060621","reward","weekly_coupon_reward",0,"2018-12-18 17:36:47.000000",NULL,90,NULL,1,NULL,NULL
"2b5b6948145a11e9b06f0242ac120008","275630186","725","2019-01-09 22:01:51.855104","2019-01-09 23:47:00.779346","2019-01-09 23:47:00.779941","dbc29294146811e9a81d0242ac120008","c4ffd80003d811e9ac140242ac130004","weekly","f87c2ba6fe2f11e885000242ac130005",100,7,"days","20b2817a03d911e983bc0242ac130004",0,"2018-12-19 21:57:28.000000","2018-12-26 21:57:45.000000",1,"Weekly Draw","Copy TBD","Win a $100 tim hortons gift card!","2018 - Loyalty 1.0","2018-12-12 17:04:09.000000","2019-12-12 17:04:09.000000","calendar","Earned",NULL,0,"361415ca02ed11e9bc730242ac130006","3b099dd40eb411e9adc50242ac1a0005","725","275630186","reward","weekly_coupon_reward",0,"2018-12-18 17:36:47.000000",NULL,90,NULL,1,NULL,NULL
"2b5c21b2145a11e9b06f0242ac120008","982628794","428","2019-01-09 22:01:51.859811","2019-01-09 23:47:00.845296","2019-01-09 23:47:00.845875","dbca647e146811e9a81d0242ac120008","c4ffd80003d811e9ac140242ac130004","weekly","f87c2ba6fe2f11e885000242ac130005",100,7,"days","20b2817a03d911e983bc0242ac130004",0,"2018-12-19 21:57:28.000000","2018-12-26 21:57:45.000000",1,"Weekly Draw","Copy TBD","Win a $100 tim hortons gift card!","2018 - Loyalty 1.0","2018-12-12 17:04:09.000000","2019-12-12 17:04:09.000000","calendar","Earned",NULL,0,"361415ca02ed11e9bc730242ac130006","ebb893cc03da11e984e90242ac130005","428","982628794","reward","weekly_coupon_reward",0,"2018-12-18 17:36:47.000000",NULL,90,NULL,1,NULL,NULL
"2b5cb6f4145a11e9b06f0242ac120008","694459215","8","2019-01-09 22:01:51.863721","2019-01-09 23:47:00.878670","2019-01-09 23:47:00.879381","dbd1b6ca146811e9a81d0242ac120008","c4ffd80003d811e9ac140242ac130004","weekly","f87c2ba6fe2f11e885000242ac130005",100,7,"days","20b2817a03d911e983bc0242ac130004",0,"2018-12-19 21:57:28.000000","2018-12-26 21:57:45.000000",1,"Weekly Draw","Copy TBD","Win a $100 tim hortons gift card!","2018 - Loyalty 1.0","2018-12-12 17:04:09.000000","2019-12-12 17:04:09.000000","calendar","Earned",NULL,0,"361415ca02ed11e9bc730242ac130006","e876104a03da11e9896a0242ac130005","8","694459215","reward","weekly_coupon_reward",0,"2018-12-18 17:36:47.000000",NULL,90,NULL,1,NULL,NULL
"2b5d69be145a11e9b06f0242ac120008","351582305","849","2019-01-09 22:01:51.867959","2019-01-09 23:47:00.908588","2019-01-09 23:47:00.909138","dbd67c78146811e9a81d0242ac120008","c4ffd80003d811e9ac140242ac130004","weekly","f87c2ba6fe2f11e885000242ac130005",100,7,"days","20b2817a03d911e983bc0242ac130004",0,"2018-12-19 21:57:28.000000","2018-12-26 21:57:45.000000",1,"Weekly Draw","Copy TBD","Win a $100 tim hortons gift card!","2018 - Loyalty 1.0","2018-12-12 17:04:09.000000","2019-12-12 17:04:09.000000","calendar","Earned",NULL,0,"361415ca02ed11e9bc730242ac130006","eae01a5603da11e984e90242ac130005","849","351582305","reward","weekly_coupon_reward",0,"2018-12-18 17:36:47.000000",NULL,90,NULL,1,NULL,NULL
"2b5de83a145a11e9b06f0242ac120008","226169118","476","2019-01-09 22:01:51.871259","2019-01-09 23:47:00.945706","2019-01-09 23:47:00.946149","dbdb3376146811e9a81d0242ac120008","c4ffd80003d811e9ac140242ac130004","weekly","f87c2ba6fe2f11e885000242ac130005",100,7,"days","20b2817a03d911e983bc0242ac130004",0,"2018-12-19 21:57:28.000000","2018-12-26 21:57:45.000000",1,"Weekly Draw","Copy TBD","Win a $100 tim hortons gift card!","2018 - Loyalty 1.0","2018-12-12 17:04:09.000000","2019-12-12 17:04:09.000000","calendar","Earned",NULL,0,"361415ca02ed11e9bc730242ac130006","e8513a2c03da11e9896a0242ac130005","476","226169118","reward","weekly_coupon_reward",0,"2018-12-18 17:36:47.000000",NULL,90,NULL,1,NULL,NULL
"2b5e7264145a11e9b06f0242ac120008","188970486","684","2019-01-09 22:01:51.874851","2019-01-09 23:47:00.985486","2019-01-09 23:47:00.986166","dbe0aaa4146811e9a81d0242ac120008","c4ffd80003d811e9ac140242ac130004","weekly","f87c2ba6fe2f11e885000242ac130005",100,7,"days","20b2817a03d911e983bc0242ac130004",0,"2018-12-19 21:57:28.000000","2018-12-26 21:57:45.000000",1,"Weekly Draw","Copy TBD","Win a $100 tim hortons gift card!","2018 - Loyalty 1.0","2018-12-12 17:04:09.000000","2019-12-12 17:04:09.000000","calendar","Earned",NULL,0,"361415ca02ed11e9bc730242ac130006","ea85555803da11e984e90242ac130005","684","188970486","reward","weekly_coupon_reward",0,"2018-12-18 17:36:47.000000",NULL,90,NULL,1,NULL,NULL
"2b5f1e8a145a11e9b06f0242ac120008","820781370","438","2019-01-09 22:01:51.879411","2019-01-09 23:47:01.021238","2019-01-09 23:47:01.021747","dbe71aa6146811e9a81d0242ac120008","c4ffd80003d811e9ac140242ac130004","weekly","f87c2ba6fe2f11e885000242ac130005",100,7,"days","20b2817a03d911e983bc0242ac130004",0,"2018-12-19 21:57:28.000000","2018-12-26 21:57:45.000000",1,"Weekly Draw","Copy TBD","Win a $100 tim hortons gift card!","2018 - Loyalty 1.0","2018-12-12 17:04:09.000000","2019-12-12 17:04:09.000000","calendar","Earned",NULL,0,"361415ca02ed11e9bc730242ac130006","e72423bc03da11e9896a0242ac130005","438","820781370","reward","weekly_coupon_reward",0,"2018-12-18 17:36:47.000000",NULL,90,NULL,1,NULL,NULL
"2b5fcb00145a11e9b06f0242ac120008","515082032","845","2019-01-09 22:01:51.883928","2019-01-09 23:47:01.064491","2019-01-09 23:47:01.065426","dbed457a146811e9a81d0242ac120008","c4ffd80003d811e9ac140242ac130004","weekly","f87c2ba6fe2f11e885000242ac130005",100,7,"days","20b2817a03d911e983bc0242ac130004",0,"2018-12-19 21:57:28.000000","2018-12-26 21:57:45.000000",1,"Weekly Draw","Copy TBD","Win a $100 tim hortons gift card!","2018 - Loyalty 1.0","2018-12-12 17:04:09.000000","2019-12-12 17:04:09.000000","calendar","Earned",NULL,0,"361415ca02ed11e9bc730242ac130006","eb07df1e03da11e984e90242ac130005","845","515082032","reward","weekly_coupon_reward",0,"2018-12-18 17:36:47.000000",NULL,90,NULL,1,NULL,NULL
"2b608888145a11e9b06f0242ac120008","784170897","438","2019-01-09 22:01:51.888811","2019-01-09 23:47:01.098835","2019-01-09 23:47:01.099287","dbf30d84146811e9a81d0242ac120008","c4ffd80003d811e9ac140242ac130004","weekly","f87c2ba6fe2f11e885000242ac130005",100,7,"days","20b2817a03d911e983bc0242ac130004",0,"2018-12-19 21:57:28.000000","2018-12-26 21:57:45.000000",1,"Weekly Draw","Copy TBD","Win a $100 tim hortons gift card!","2018 - Loyalty 1.0","2018-12-12 17:04:09.000000","2019-12-12 17:04:09.000000","calendar","Earned",NULL,0,"361415ca02ed11e9bc730242ac130006","eb07df1e03da11e984e90242ac130005","438","784170897","reward","weekly_coupon_reward",0,"2018-12-18 17:36:47.000000",NULL,90,NULL,1,NULL,NULL
"2b6122fc145a11e9b06f0242ac120008","106422255","687","2019-01-09 22:01:51.892664","2019-01-09 23:47:01.134734","2019-01-09 23:47:01.136173","dbf78db4146811e9a81d0242ac120008","c4ffd80003d811e9ac140242ac130004","weekly","f87c2ba6fe2f11e885000242ac130005",100,7,"days","20b2817a03d911e983bc0242ac130004",0,"2018-12-19 21:57:28.000000","2018-12-26 21:57:45.000000",1,"Weekly Draw","Copy TBD","Win a $100 tim hortons gift card!","2018 - Loyalty 1.0","2018-12-12 17:04:09.000000","2019-12-12 17:04:09.000000","calendar","Earned",NULL,0,"361415ca02ed11e9bc730242ac130006","9767f30c056b11e98b860242ac190004","687","106422255","reward","weekly_coupon_reward",0,"2018-12-18 17:36:47.000000",NULL,90,NULL,1,NULL,NULL
"2b61dea4145a11e9b06f0242ac120008","982223419","737","2019-01-09 22:01:51.897501","2019-01-09 23:47:01.176724","2019-01-09 23:47:01.177248","dbfd80c0146811e9a81d0242ac120008","c4ffd80003d811e9ac140242ac130004","weekly","f87c2ba6fe2f11e885000242ac130005",100,7,"days","20b2817a03d911e983bc0242ac130004",0,"2018-12-19 21:57:28.000000","2018-12-26 21:57:45.000000",1,"Weekly Draw","Copy TBD","Win a $100 tim hortons gift card!","2018 - Loyalty 1.0","2018-12-12 17:04:09.000000","2019-12-12 17:04:09.000000","calendar","Earned",NULL,0,"361415ca02ed11e9bc730242ac130006","ea1323c003da11e9896a0242ac130005","737","982223419","reward","weekly_coupon_reward",0,"2018-12-18 17:36:47.000000",NULL,90,NULL,1,NULL,NULL
"2b62788c145a11e9b06f0242ac120008","648224115","138","2019-01-09 22:01:51.901579","2019-01-09 23:47:01.206614","2019-01-09 23:47:01.207093","dc0376ec146811e9a81d0242ac120008","c4ffd80003d811e9ac140242ac130004","weekly","f87c2ba6fe2f11e885000242ac130005",100,7,"days","20b2817a03d911e983bc0242ac130004",0,"2018-12-19 21:57:28.000000","2018-12-26 21:57:45.000000",1,"Weekly Draw","Copy TBD","Win a $100 tim hortons gift card!","2018 - Loyalty 1.0","2018-12-12 17:04:09.000000","2019-12-12 17:04:09.000000","calendar","Earned",NULL,0,"361415ca02ed11e9bc730242ac130006","6f2f1ef2142e11e9a5d90242ac1d0006","138","648224115","reward","weekly_coupon_reward",0,"2018-12-18 17:36:47.000000",NULL,90,NULL,1,NULL,NULL
"2b631652145a11e9b06f0242ac120008","995551821","607","2019-01-09 22:01:51.905717","2019-01-09 23:47:01.245886","2019-01-09 23:47:01.246354","dc08af4a146811e9a81d0242ac120008","c4ffd80003d811e9ac140242ac130004","weekly","f87c2ba6fe2f11e885000242ac130005",100,7,"days","20b2817a03d911e983bc0242ac130004",0,"2018-12-19 21:57:28.000000","2018-12-26 21:57:45.000000",1,"Weekly Draw","Copy TBD","Win a $100 tim hortons gift card!","2018 - Loyalty 1.0","2018-12-12 17:04:09.000000","2019-12-12 17:04:09.000000","calendar","Earned",NULL,0,"361415ca02ed11e9bc730242ac130006","ebc2b1a403da11e9896a0242ac130005","607","995551821","reward","weekly_coupon_reward",0,"2018-12-18 17:36:47.000000",NULL,90,NULL,1,NULL,NULL
