coupon_id,coupon_code,coupon_pin,coupon_created,coupon_assigned,coupon_updated,coupon_customer_award_id,reward_cycle_id,reward_cycle_instance_id,coupon_status,coupon_award_created_at,coupon_award_updated_at,coupon_award_id,coupon_reward_code,program_id,reward_cycle_type,reward_cycle_cadence,reward_cycle_unit,winners_per_draw,reward_cycle_sequence,reward_cycle_starting_date,reward_cycle_ending_date,reward_cycle_num,name,reward_cycle_short_description,reward_cycle_long_description,program_name,program_start_cycle,program_end_cycle,program_type,customer_id,ballot_id,value,ballot_created_at,ballot_updated_at,ballot_customer_award_id,ballot_award_id,ballot_award_created,ballot_award_updated,ballot_award_status,ballot_award_expiry,ballot_award_type,ballot_award_code,ballot_award_days_valid,num_ballots,ballot_award_class,ballot_award_minutes_required,clearbridge_appuser_id,user_selected_level,postal_code,age
2b4ec508145a11e9b06f0242ac120008,784071697,608,2019-01-09,2019-01-09,2019-01-09,db4afc70146811e9a81c0242ac120008,c4ffd80003d811e9ac140242ac130004,20b2817a03d911e983bc0242ac130004,Earned,47:00.0,47:00.0,361415ca02ed11e9bc730242ac130006,weekly_coupon_reward,f87c2ba6fe2f11e885000242ac130005,weekly,7,days,100,0,57:28.0,57:45.0,1,Weekly Draw,Copy TBD,Win a $100 tim hortons gift card!,2018 - Loyalty 1.0,04:09.0,04:09.0,calendar,455743f0056c11e98b860242ac190004,53c3402e056c11e98b860242ac190004,100,43455.91948,43455.91948,52924a88056c11e98b860242ac190004,602c0298fe3111e880e80242ac130005,04:01.1,04:02.5,earned,04:02.4,badge,weekly1,7,100,activity,,2,5,L5R0C8,34
2b4fa040145a11e9b06f0242ac120008,739972960,328,2019-01-09,2019-01-09,2019-01-09,db51d00e146811e9a81c0242ac120008,c4ffd80003d811e9ac140242ac130004,20b2817a03d911e983bc0242ac130004,Earned,47:00.0,47:00.0,361415ca02ed11e9bc730242ac130006,weekly_coupon_reward,f87c2ba6fe2f11e885000242ac130005,weekly,7,days,100,0,57:28.0,57:45.0,1,Weekly Draw,Copy TBD,Win a $100 tim hortons gift card!,2018 - Loyalty 1.0,04:09.0,04:09.0,calendar,e5e7fbd603da11e984e90242ac130005,f24c991803da11e984e90242ac130005,100,43453.92421,43453.92421,f241655c03da11e984e90242ac130005,e239fceafe3111e88da60242ac130005,10:51.4,10:51.4,earned,04:09.0,badge,onboarding_completed,,100,engagement,,4,4,M2J3G8,27
2b4fa040145a11e9b06f0242ac120008,739972960,328,2019-01-09,2019-01-09,2019-01-09,db51d00e146811e9a81c0242ac120008,c4ffd80003d811e9ac140242ac130004,20b2817a03d911e983bc0242ac130004,Earned,47:00.0,47:00.0,361415ca02ed11e9bc730242ac130006,weekly_coupon_reward,f87c2ba6fe2f11e885000242ac130005,weekly,7,days,100,0,57:28.0,57:45.0,1,Weekly Draw,Copy TBD,Win a $100 tim hortons gift card!,2018 - Loyalty 1.0,04:09.0,04:09.0,calendar,e5e7fbd603da11e984e90242ac130005,f2502f1003da11e9896a0242ac130005,100,43453.92421,43453.92421,f248c74803da11e9896a0242ac130005,602c0298fe3111e880e80242ac130005,10:51.4,10:51.4,earned,10:51.4,badge,weekly1,7,100,activity,,4,4,M2J3G8,27
2b517866145a11e9b06f0242ac120008,386478488,280,2019-01-09,2019-01-09,2019-01-09,db57d5c6146811e9a81c0242ac120008,c4ffd80003d811e9ac140242ac130004,20b2817a03d911e983bc0242ac130004,Earned,47:00.1,47:00.1,361415ca02ed11e9bc730242ac130006,weekly_coupon_reward,f87c2ba6fe2f11e885000242ac130005,weekly,7,days,100,0,57:28.0,57:45.0,1,Weekly Draw,Copy TBD,Win a $100 tim hortons gift card!,2018 - Loyalty 1.0,04:09.0,04:09.0,calendar,ec353b2003da11e984e90242ac130005,085241cc03db11e984e90242ac130005,100,43453.92463,43453.92463,0849050803db11e984e90242ac130005,e239fceafe3111e88da60242ac130005,11:28.3,11:28.4,earned,04:09.0,badge,onboarding_completed,,100,engagement,,48,5,M4S1A1,30
2b517866145a11e9b06f0242ac120008,386478488,280,2019-01-09,2019-01-09,2019-01-09,db57d5c6146811e9a81c0242ac120008,c4ffd80003d811e9ac140242ac130004,20b2817a03d911e983bc0242ac130004,Earned,47:00.1,47:00.1,361415ca02ed11e9bc730242ac130006,weekly_coupon_reward,f87c2ba6fe2f11e885000242ac130005,weekly,7,days,100,0,57:28.0,57:45.0,1,Weekly Draw,Copy TBD,Win a $100 tim hortons gift card!,2018 - Loyalty 1.0,04:09.0,04:09.0,calendar,ec353b2003da11e984e90242ac130005,0856ec4a03db11e9896b0242ac130005,100,43453.92463,43453.92463,084d8b9603db11e9896b0242ac130005,602c0298fe3111e880e80242ac130005,11:28.4,11:28.4,earned,11:28.4,badge,weekly1,7,100,activity,,48,5,M4S1A1,30
2b520b46145a11e9b06f0242ac120008,4446254,650,2019-01-09,2019-01-09,2019-01-09,db5e7674146811e9a81c0242ac120008,c4ffd80003d811e9ac140242ac130004,20b2817a03d911e983bc0242ac130004,Earned,47:00.1,47:00.1,361415ca02ed11e9bc730242ac130006,weekly_coupon_reward,f87c2ba6fe2f11e885000242ac130005,weekly,7,days,100,0,57:28.0,57:45.0,1,Weekly Draw,Copy TBD,Win a $100 tim hortons gift card!,2018 - Loyalty 1.0,04:09.0,04:09.0,calendar,e9580b3003da11e984e90242ac130005,0295eaea03db11e984e90242ac130005,100,43453.92452,43453.92452,0285d48e03db11e984e90242ac130005,e239fceafe3111e88da60242ac130005,11:18.7,11:18.7,earned,04:09.0,badge,onboarding_completed,,100,engagement,,24,8,M4Y1T1,14
2b520b46145a11e9b06f0242ac120008,4446254,650,2019-01-09,2019-01-09,2019-01-09,db5e7674146811e9a81c0242ac120008,c4ffd80003d811e9ac140242ac130004,20b2817a03d911e983bc0242ac130004,Earned,47:00.1,47:00.1,361415ca02ed11e9bc730242ac130006,weekly_coupon_reward,f87c2ba6fe2f11e885000242ac130005,weekly,7,days,100,0,57:28.0,57:45.0,1,Weekly Draw,Copy TBD,Win a $100 tim hortons gift card!,2018 - Loyalty 1.0,04:09.0,04:09.0,calendar,e9580b3003da11e984e90242ac130005,0296653803db11e9896b0242ac130005,100,43453.92452,43453.92452,028a9a0003db11e9896b0242ac130005,602c0298fe3111e880e80242ac130005,11:18.7,11:18.7,earned,11:18.7,badge,weekly1,7,100,activity,,24,8,M4Y1T1,14
2b52ccd4145a11e9b06f0242ac120008,822661318,311,2019-01-09,2019-01-09,2019-01-09,db652352146811e9a81c0242ac120008,c4ffd80003d811e9ac140242ac130004,20b2817a03d911e983bc0242ac130004,Earned,47:00.2,47:00.2,361415ca02ed11e9bc730242ac130006,weekly_coupon_reward,f87c2ba6fe2f11e885000242ac130005,weekly,7,days,100,0,57:28.0,57:45.0,1,Weekly Draw,Copy TBD,Win a $100 tim hortons gift card!,2018 - Loyalty 1.0,04:09.0,04:09.0,calendar,e89e1e0003da11e9896a0242ac130005,0145cc3203db11e984e90242ac130005,100,43453.9245,43453.9245,0138ed6403db11e984e90242ac130005,e239fceafe3111e88da60242ac130005,11:16.5,11:16.5,earned,04:09.0,badge,onboarding_completed,,100,engagement,,20,,,
2b52ccd4145a11e9b06f0242ac120008,822661318,311,2019-01-09,2019-01-09,2019-01-09,db652352146811e9a81c0242ac120008,c4ffd80003d811e9ac140242ac130004,20b2817a03d911e983bc0242ac130004,Earned,47:00.2,47:00.2,361415ca02ed11e9bc730242ac130006,weekly_coupon_reward,f87c2ba6fe2f11e885000242ac130005,weekly,7,days,100,0,57:28.0,57:45.0,1,Weekly Draw,Copy TBD,Win a $100 tim hortons gift card!,2018 - Loyalty 1.0,04:09.0,04:09.0,calendar,e89e1e0003da11e9896a0242ac130005,0151cfbe03db11e9896b0242ac130005,100,43453.9245,43453.9245,01463e6003db11e9896b0242ac130005,602c0298fe3111e880e80242ac130005,11:16.6,11:16.6,earned,11:16.6,badge,weekly1,7,100,activity,,20,,,
2b536bda145a11e9b06f0242ac120008,734714119,579,2019-01-09,2019-01-09,2019-01-09,db6bfcae146811e9a81c0242ac120008,c4ffd80003d811e9ac140242ac130004,20b2817a03d911e983bc0242ac130004,Earned,47:00.2,47:00.2,361415ca02ed11e9bc730242ac130006,weekly_coupon_reward,f87c2ba6fe2f11e885000242ac130005,weekly,7,days,100,0,57:28.0,57:45.0,1,Weekly Draw,Copy TBD,Win a $100 tim hortons gift card!,2018 - Loyalty 1.0,04:09.0,04:09.0,calendar,e72423bc03da11e9896a0242ac130005,feead87403da11e984e90242ac130005,100,43453.92445,43453.92445,fee179d203da11e984e90242ac130005,e239fceafe3111e88da60242ac130005,11:12.5,11:12.6,earned,04:09.0,badge,onboarding_completed,,100,engagement,,10,4,L4X1R3,28
2b536bda145a11e9b06f0242ac120008,734714119,579,2019-01-09,2019-01-09,2019-01-09,db6bfcae146811e9a81c0242ac120008,c4ffd80003d811e9ac140242ac130004,20b2817a03d911e983bc0242ac130004,Earned,47:00.2,47:00.2,361415ca02ed11e9bc730242ac130006,weekly_coupon_reward,f87c2ba6fe2f11e885000242ac130005,weekly,7,days,100,0,57:28.0,57:45.0,1,Weekly Draw,Copy TBD,Win a $100 tim hortons gift card!,2018 - Loyalty 1.0,04:09.0,04:09.0,calendar,e72423bc03da11e9896a0242ac130005,fef0257203da11e9896b0242ac130005,100,43453.92445,43453.92445,fee708d403da11e9896b0242ac130005,602c0298fe3111e880e80242ac130005,11:12.6,11:12.6,earned,11:12.6,badge,weekly1,7,100,activity,,10,4,L4X1R3,28
2b543916145a11e9b06f0242ac120008,371197750,744,2019-01-09,2019-01-09,2019-01-09,db71cfd0146811e9a81c0242ac120008,c4ffd80003d811e9ac140242ac130004,20b2817a03d911e983bc0242ac130004,Earned,47:00.2,47:00.2,361415ca02ed11e9bc730242ac130006,weekly_coupon_reward,f87c2ba6fe2f11e885000242ac130005,weekly,7,days,100,0,57:28.0,57:45.0,1,Weekly Draw,Copy TBD,Win a $100 tim hortons gift card!,2018 - Loyalty 1.0,04:09.0,04:09.0,calendar,ea004b8803da11e984e90242ac130005,03661fe403db11e984e90242ac130005,100,43453.92454,43453.92454,035a9ba603db11e984e90242ac130005,e239fceafe3111e88da60242ac130005,11:20.0,11:20.1,earned,04:09.0,badge,onboarding_completed,,100,engagement,,30,7,M4Y1T1,14
2b543916145a11e9b06f0242ac120008,371197750,744,2019-01-09,2019-01-09,2019-01-09,db71cfd0146811e9a81c0242ac120008,c4ffd80003d811e9ac140242ac130004,20b2817a03d911e983bc0242ac130004,Earned,47:00.2,47:00.2,361415ca02ed11e9bc730242ac130006,weekly_coupon_reward,f87c2ba6fe2f11e885000242ac130005,weekly,7,days,100,0,57:28.0,57:45.0,1,Weekly Draw,Copy TBD,Win a $100 tim hortons gift card!,2018 - Loyalty 1.0,04:09.0,04:09.0,calendar,ea004b8803da11e984e90242ac130005,0367221803db11e9896b0242ac130005,100,43453.92454,43453.92454,035f79aa03db11e9896b0242ac130005,602c0298fe3111e880e80242ac130005,11:20.1,11:20.1,earned,11:20.1,badge,weekly1,7,100,activity,,30,7,M4Y1T1,14
2b54da60145a11e9b06f0242ac120008,654176522,965,2019-01-09,2019-01-09,2019-01-09,db78e7f2146811e9a81c0242ac120008,c4ffd80003d811e9ac140242ac130004,20b2817a03d911e983bc0242ac130004,Earned,47:00.3,47:00.3,361415ca02ed11e9bc730242ac130006,weekly_coupon_reward,f87c2ba6fe2f11e885000242ac130005,weekly,7,days,100,0,57:28.0,57:45.0,1,Weekly Draw,Copy TBD,Win a $100 tim hortons gift card!,2018 - Loyalty 1.0,04:09.0,04:09.0,calendar,eb4c0efa03da11e9896a0242ac130005,0645911803db11e9896b0242ac130005,100,43453.92459,43453.92459,063b939803db11e9896b0242ac130005,e239fceafe3111e88da60242ac130005,11:24.9,11:24.9,earned,04:09.0,badge,onboarding_completed,,100,engagement,,41,,,
2b54da60145a11e9b06f0242ac120008,654176522,965,2019-01-09,2019-01-09,2019-01-09,db78e7f2146811e9a81c0242ac120008,c4ffd80003d811e9ac140242ac130004,20b2817a03d911e983bc0242ac130004,Earned,47:00.3,47:00.3,361415ca02ed11e9bc730242ac130006,weekly_coupon_reward,f87c2ba6fe2f11e885000242ac130005,weekly,7,days,100,0,57:28.0,57:45.0,1,Weekly Draw,Copy TBD,Win a $100 tim hortons gift card!,2018 - Loyalty 1.0,04:09.0,04:09.0,calendar,eb4c0efa03da11e9896a0242ac130005,0648831403db11e984e90242ac130005,100,43453.92459,43453.92459,0641bafc03db11e984e90242ac130005,602c0298fe3111e880e80242ac130005,11:24.9,11:24.9,earned,11:24.9,badge,weekly1,7,100,activity,,41,,,
2b559572145a11e9b06f0242ac120008,701639711,276,2019-01-09,2019-01-09,2019-01-09,db7fb33e146811e9a81c0242ac120008,c4ffd80003d811e9ac140242ac130004,20b2817a03d911e983bc0242ac130004,Earned,47:00.3,47:00.3,361415ca02ed11e9bc730242ac130006,weekly_coupon_reward,f87c2ba6fe2f11e885000242ac130005,weekly,7,days,100,0,57:28.0,57:45.0,1,Weekly Draw,Copy TBD,Win a $100 tim hortons gift card!,2018 - Loyalty 1.0,04:09.0,04:09.0,calendar,7217221e03d911e9896a0242ac130005,72965ea803d911e9896a0242ac130005,100,43453.91676,43453.91676,728ca49e03d911e9896a0242ac130005,e239fceafe3111e88da60242ac130005,00:07.6,00:07.7,earned,04:09.0,badge,onboarding_completed,,100,engagement,,9,8,M5B1H2,15
2b559572145a11e9b06f0242ac120008,701639711,276,2019-01-09,2019-01-09,2019-01-09,db7fb33e146811e9a81c0242ac120008,c4ffd80003d811e9ac140242ac130004,20b2817a03d911e983bc0242ac130004,Earned,47:00.3,47:00.3,361415ca02ed11e9bc730242ac130006,weekly_coupon_reward,f87c2ba6fe2f11e885000242ac130005,weekly,7,days,100,0,57:28.0,57:45.0,1,Weekly Draw,Copy TBD,Win a $100 tim hortons gift card!,2018 - Loyalty 1.0,04:09.0,04:09.0,calendar,7217221e03d911e9896a0242ac130005,729bdedc03d911e984e90242ac130005,100,43453.91676,43453.91676,7294674c03d911e984e90242ac130005,602c0298fe3111e880e80242ac130005,00:07.7,00:07.7,earned,00:07.7,badge,weekly1,7,100,activity,,9,8,M5B1H2,15
2b5634f0145a11e9b06f0242ac120008,100405978,649,2019-01-09,2019-01-09,2019-01-09,db8d82d4146811e9a81c0242ac120008,c4ffd80003d811e9ac140242ac130004,20b2817a03d911e983bc0242ac130004,Earned,47:00.4,47:00.4,361415ca02ed11e9bc730242ac130006,weekly_coupon_reward,f87c2ba6fe2f11e885000242ac130005,weekly,7,days,100,0,57:28.0,57:45.0,1,Weekly Draw,Copy TBD,Win a $100 tim hortons gift card!,2018 - Loyalty 1.0,04:09.0,04:09.0,calendar,455743f0056c11e98b860242ac190004,5a84cbc6056c11e98b860242ac190004,10,43455.91961,43455.91961,5948ec60056c11e98b860242ac190004,0e7f0c32fe3211e8ba830242ac130005,04:12.4,04:13.8,earned,04:13.7,badge,app_open,1,10,engagement,,2,5,L5R0C8,34
2b5634f0145a11e9b06f0242ac120008,100405978,649,2019-01-09,2019-01-09,2019-01-09,db8d82d4146811e9a81c0242ac120008,c4ffd80003d811e9ac140242ac130004,20b2817a03d911e983bc0242ac130004,Earned,47:00.4,47:00.4,361415ca02ed11e9bc730242ac130006,weekly_coupon_reward,f87c2ba6fe2f11e885000242ac130005,weekly,7,days,100,0,57:28.0,57:45.0,1,Weekly Draw,Copy TBD,Win a $100 tim hortons gift card!,2018 - Loyalty 1.0,04:09.0,04:09.0,calendar,455743f0056c11e98b860242ac190004,528a1020056c11e9acd20242ac190004,100,43455.91946,43455.91946,515c0276056c11e9acd20242ac190004,e239fceafe3111e88da60242ac130005,03:59.1,04:00.5,earned,04:09.0,badge,onboarding_completed,,100,engagement,,2,5,L5R0C8,34
2b5634f0145a11e9b06f0242ac120008,100405978,649,2019-01-09,2019-01-09,2019-01-09,db8d82d4146811e9a81c0242ac120008,c4ffd80003d811e9ac140242ac130004,20b2817a03d911e983bc0242ac130004,Earned,47:00.4,47:00.4,361415ca02ed11e9bc730242ac130006,weekly_coupon_reward,f87c2ba6fe2f11e885000242ac130005,weekly,7,days,100,0,57:28.0,57:45.0,1,Weekly Draw,Copy TBD,Win a $100 tim hortons gift card!,2018 - Loyalty 1.0,04:09.0,04:09.0,calendar,455743f0056c11e98b860242ac190004,53c3402e056c11e98b860242ac190004,100,43455.91948,43455.91948,52924a88056c11e98b860242ac190004,602c0298fe3111e880e80242ac130005,04:01.1,04:02.5,earned,04:02.4,badge,weekly1,7,100,activity,,2,5,L5R0C8,34
2b56cdac145a11e9b06f0242ac120008,440317748,890,2019-01-09,2019-01-09,2019-01-09,db99d552146811e9a81c0242ac120008,c4ffd80003d811e9ac140242ac130004,20b2817a03d911e983bc0242ac130004,Earned,47:00.5,47:00.5,361415ca02ed11e9bc730242ac130006,weekly_coupon_reward,f87c2ba6fe2f11e885000242ac130005,weekly,7,days,100,0,57:28.0,57:45.0,1,Weekly Draw,Copy TBD,Win a $100 tim hortons gift card!,2018 - Loyalty 1.0,04:09.0,04:09.0,calendar,eb04835003da11e9896a0242ac130005,0581907e03db11e9896b0242ac130005,100,43453.92458,43453.92458,0576f59c03db11e9896b0242ac130005,e239fceafe3111e88da60242ac130005,11:23.6,11:23.6,earned,04:09.0,badge,onboarding_completed,,100,engagement,,38,,,
2b56cdac145a11e9b06f0242ac120008,440317748,890,2019-01-09,2019-01-09,2019-01-09,db99d552146811e9a81c0242ac120008,c4ffd80003d811e9ac140242ac130004,20b2817a03d911e983bc0242ac130004,Earned,47:00.5,47:00.5,361415ca02ed11e9bc730242ac130006,weekly_coupon_reward,f87c2ba6fe2f11e885000242ac130005,weekly,7,days,100,0,57:28.0,57:45.0,1,Weekly Draw,Copy TBD,Win a $100 tim hortons gift card!,2018 - Loyalty 1.0,04:09.0,04:09.0,calendar,eb04835003da11e9896a0242ac130005,05846f7e03db11e984e90242ac130005,100,43453.92458,43453.92458,057b89c203db11e984e90242ac130005,602c0298fe3111e880e80242ac130005,11:23.6,11:23.7,earned,11:23.7,badge,weekly1,7,100,activity,,38,,,
2b5798c2145a11e9b06f0242ac120008,703375917,469,2019-01-09,2019-01-09,2019-01-09,dba39c18146811e9a81c0242ac120008,c4ffd80003d811e9ac140242ac130004,20b2817a03d911e983bc0242ac130004,Earned,47:00.6,47:00.6,361415ca02ed11e9bc730242ac130006,weekly_coupon_reward,f87c2ba6fe2f11e885000242ac130005,weekly,7,days,100,0,57:28.0,57:45.0,1,Weekly Draw,Copy TBD,Win a $100 tim hortons gift card!,2018 - Loyalty 1.0,04:09.0,04:09.0,calendar,ec353b2003da11e984e90242ac130005,085241cc03db11e984e90242ac130005,100,43453.92463,43453.92463,0849050803db11e984e90242ac130005,e239fceafe3111e88da60242ac130005,11:28.3,11:28.4,earned,04:09.0,badge,onboarding_completed,,100,engagement,,48,5,M4S1A1,30
