global_clust_number,cluster_name,votepropensity2017g_buckets,sy_vch_index_buckets,age,catalistmodel_religious_attendance_bin,catalistmodel_gun_owner,catalistmodel_education,catalistmodel_ideology,catalistmodel_child,married,non_caucasian,income_num,is_protestant,is_female,is_caucasian,catalistmodel_income,is_urban,is_coastal,vch_bucket_low,vch_bucket_med,vch_bucket_high,vote_bucket_low,vote_bucket_med,vote_bucket_high,catalistmodel_voteprop2018,catalistmodel_vch_index,seg_1,seg_2,seg_3,seg_4,seg_5,seg_6,seg_7,seg_8,seg_9,count,Damage_to_the_Great_Lakes_because_of_pipeline_leaks_could_hurt_Michigans_economy,The_Line_5_pipeline_has_a_serious_impact_on_clean_water,The_Line_5_pipeline_poses_a_direct_risk_to_health_of_Michigan_communities,Alternatives_to_the_Line_5_pipeline_have_their_own_problems_to_consider,Michigan_should_do_more_to_protect_fresh_water_bodies_from_oil_spills_and_other_pollution,The_economic_boost_that_pipelines_create_for__Michigan__is_worth_some_risks_of_potential_pipeline_leaks,The_risks_of_oil_pipeline_leakages_is_too_low_a_probability_to_worry_about_very_much,a_national_effort_to_cut_carbon_dioxide_emissions_by_setting_state_limits_is_a_priority_to_implement,Carbon_taxes_and_CO2_emissions_caps_pose_too_much_risk_to_the_economy,Michigan_should_do_more_to_help_children_and_families_affected_by_lead_poisoning_in_Flint,Investments_in_remedial_education_and_enrichment_programs_are_needed_to_support_children_affected_by_lead_poisoning_in_Flint,Women_have_a_right_to_choose_to_have_an_abortion,Women_should_be_able_to_access_abortions_through_health_insurance_in_the_case_of_rape_or_incest,Abortions_should_not_be_covered_by_health_insurance_in_any_circumstance,Planned_Parenthood_should_not_receive_public_funding,Undocumented_women_under_the_age_of_18_should_be_able_to_access_abortions_legally,Employers_should_have_the_right_to_choose_whether_to_cover_birth_control_as_part_of_their_health_insurance_policies,Medicaid_recipients_should_be_required_to_meet_minimum_work_requirements_before_receiving_benefits,NAFTA_should_be_abolished_or_dramatically_reformed,I_support_stricter_gun_reform_legislation,Michigan_is_facing_an_opioid_crisis,Health_Care_is_unaffordable_in_Michigan_these_days,Auto_insurance_rates_are_too_high_in_Michigan,The_costs_of_a_college_education__have_become_unaffordable_in_Michigan,Closing_skill_gaps_for_the_workforce_in_Michigan_is_a_priority,Michigan_should_raise_the_state_minimum_wage,Politics_in_Michigan_are_corrupt,Legalizing_and_taxing_marijuana_is_a_good_option_for_increasing_state_revenues_and_funding,Legalizing_marijuana_is_a_bad_idea,The_current_policies_of_elected_officials_in_Michigan_are_detrimental_to_the_environment,Ensuring_women_receive_equal_pay_for_their_work_is_a_political_priority,15_per_hour_is_a_fair_and_appropriate_minimum_wage_for_Michigan_workers,PreKindergarten_education_should_be_available_to_all_Michigan_families,Licensing_and_training_teachers_to_use_firearms_is_an_important_option_to_consider_for_mitigating_school_shootings,Police_should_be_able_to_confiscate_firearms_and_ammunition_from_a_person_whom_a_judge_deems_a_legitimate_threat,Charter_schools_are_leaving_Michigan_children_behind,Same_sex_couples_should_be_allowed_to_be_legally_married_in_Michigan,Married_samesex_couples_in_Michigan_should_be_allowed_to_adopt_children,Students_should_be_allowed_to_use_the_restroom_and_locker_room_that_matches_their_gender_identity_whether_or_not_that_is_the_same_as_their_sex_at_birth,Farms_should_have_flexibility_in_the_minimum_wage_they_pay_to_migrant_or_seasonal_workers,Adoption_agencies_should_be_able_to_deny_couples_an_adoption_for_religious_reasons,A_study_by_Michigan_State_U_puts_the_cost_of_cleaning_a_spill_from_the_Line_5_pipeline_at_6_billion,ruptured_or_leakedoil_spilled_could_cover_more_than_17000_square_miles,Enbridge_Line_5_has_spilled_at_least_11M_gallons_in_past_50_years,In_2010_when_the_Line_6B_spilled_into_the_Kalamazoo_River_the_company_didnt_notice_the_pipeline_had_ruptured_until_being_alerted_by_an_outside_caller_17_hours_later,where_children_suffered_brain_damage_due_to_lead_poisoning_from_contaminated_water_sources_dropped_from_418_percent_to_107_percent,Children_in_Flint_exposed_to_contaminated_water_are_at_risk_for_a_number_of_problems_including_lower_IQ_scores_developmental_delays_and_behavioral_issues_Even_after_lead_exposure_stops_the_effects_can_last_for_years_or_even_be_permanent,A_2016_Study_estimated_275_people_in_Michigan_die_each_year_due_to_air_pollution,Michigan_has_high_rates_of_asthma_even_higher_in_Detroit_where_asthma_hospitalization_rate_is_triple_the_state_average,AfricanAmerican_children_in_metro_Detroit_suffered_2402_asthma_attacks_and_missed_1751_school_days_due_to_asthma_per_year,40_of_Michigan_women_live_in_counties_with_no_abortion_clinics,Breast_cancer_is_the_second_leading_cause_of_cancer_death_Each_year_1400_to_1500_Michigan_women_die_of_breast_cancer,1_in_5_women_in_America_has_relied_on_Planned_Parenthood,Bill_Schuette_Republican,Patrick_Colbeck_Republican,Brian_Calley_Republican,Gretchen_Whitmer_Democrat,Abdul_ElSayed_Democrat,Shri_Thanedar_Democrat,issue_1,issue_2,issue_3
66,clust_618_66,vote_bucket_high,vch_bucket_low,44.07361963,11.52,59.47852761,16.59119497,29.10314465,18.82830189,0.061728395,0.987730061,38.69325153,0.337423313,0,0.024539877,6.058884403,0.950920245,0,1,0,0,0,0,1,83.74846626,28.77276074,0.024539877,0,0.116564417,0.300613497,0.018404908,0,0.098159509,0.128834356,0.312883436,163,0.787310579,0.674172987,0.750570888,0.748705393,0.908756387,0.436707553,0.442740076,0.651084076,0.554165228,0.814521886,0.764548285,0.578201167,0.645650679,0.502130172,0.364877703,0.382483285,0.464270457,0.492571362,0.634226243,0.448142883,0.755187634,0.806702501,0.91143231,0.785249024,0.659771022,0.616077299,0.822245281,0.76213715,0.273307656,0.653346404,0.666063469,0.506233318,0.58982252,0.582852478,0.774919806,0.592932054,0.525348076,0.640971127,0.367173766,0.535181791,0.369725193,0.663065322,0.689936776,0.641040514,0.621064793,0.665183156,0.738472551,0.678957837,0.828751418,0.612631641,0.382995583,0.789862919,0.516238327,0.50847977,0.506230144,0.392438584,0.384805613,0.325298319,0.417449714,Married_samesex_couples_in_Michigan_should_be_allowed_to_adopt_children,40_of_Michigan_women_live_in_counties_with_no_abortion_clinics,Health_Care_is_unaffordable_in_Michigan_these_days
67,clust_618_67,vote_bucket_low,vch_bucket_med,35.09227941,7.879173989,56.92169118,17.91080711,53.22723056,34.07538881,0.146829811,0.914522059,22.76764706,0.167095588,0,0.185477941,3.863833911,0.855882353,0,0,1,0,1,0,0,12.6359375,61.67063787,0.018382353,0,0.830147059,0.050367647,0.073897059,0,0.000735294,0,0.026470588,5440,0.776186926,0.717948537,0.804814416,0.713595016,0.890168888,0.447981162,0.439950403,0.683494213,0.634260546,0.863168154,0.809481889,0.546521521,0.59534996,0.570661732,0.375646896,0.393488577,0.411385399,0.429166348,0.585742473,0.410782302,0.667814226,0.833291264,0.873689419,0.839275893,0.615330892,0.603361968,0.901998558,0.780815707,0.239537877,0.691682013,0.657071089,0.497334005,0.560468944,0.668551228,0.687940504,0.640780944,0.588130088,0.639400575,0.397760958,0.502842506,0.438522289,0.65981009,0.662473857,0.668238898,0.593028467,0.71032415,0.737488969,0.720826085,0.852813908,0.624024846,0.413556696,0.751524634,0.525067315,0.591009251,0.621205973,0.4911827,0.373327505,0.323946257,0.414910109,Same_sex_couples_should_be_allowed_to_be_legally_married_in_Michigan,Politics_in_Michigan_are_corrupt,The_Line_5_pipeline_poses_a_direct_risk_to_health_of_Michigan_communities
68,clust_618_68,vote_bucket_med,vch_bucket_med,36.64153005,9.770557029,54.79817851,17.41180758,52.45992754,28.52195652,0.167618059,0.934814275,18.6813547,0.117261471,0,0.162418063,3.020221753,0.907501821,0,0,1,0,0,1,0,43.23051712,60.9191697,0.127093955,0,0.608521486,0.083394028,0.022942462,0,0.004005827,0.001456664,0.152585579,2746,0.788395528,0.720112369,0.79850976,0.700266249,0.89280696,0.43884192,0.437588405,0.684017715,0.6250934,0.86001709,0.80996767,0.569166768,0.618361587,0.545284909,0.361326556,0.410023456,0.417440064,0.42374717,0.588725654,0.435356589,0.674686344,0.828987581,0.877998269,0.834026061,0.635187621,0.620374895,0.893274413,0.785572974,0.24073613,0.695778912,0.665050025,0.518270354,0.577780222,0.642861403,0.705413543,0.64616464,0.58754122,0.63424343,0.40772245,0.502278087,0.423947839,0.673061905,0.674982774,0.667237298,0.596352342,0.712689705,0.744965955,0.718397219,0.854268075,0.630557254,0.421483188,0.768817616,0.539553846,0.558424331,0.580802423,0.462005376,0.394865016,0.346275856,0.441533743,Same_sex_couples_should_be_allowed_to_be_legally_married_in_Michigan,40_of_Michigan_women_live_in_counties_with_no_abortion_clinics,Politics_in_Michigan_are_corrupt
69,clust_618_69,vote_bucket_high,vch_bucket_med,45.79048843,12.14114833,58.1529563,17.81100917,50.3146789,23.62623853,0.203608247,0.966580977,27.0874036,0.228791774,0,0.075835476,4.298786752,0.913881748,0,0,1,0,0,0,1,84.30192802,59.96919023,0.227506427,0,0.538560411,0.101542416,0.011568123,0,0.019280206,0.006426735,0.095115681,778,0.786206234,0.680676284,0.741449386,0.725089026,0.890036111,0.454529083,0.446969631,0.632021283,0.606284013,0.814076194,0.76146601,0.559323094,0.634114445,0.529002755,0.402961045,0.361608521,0.478047578,0.460997621,0.650630955,0.432543418,0.748471111,0.814144769,0.906649482,0.797707415,0.674671535,0.606711199,0.841300102,0.746771243,0.297685999,0.64509648,0.65478824,0.491230911,0.564388612,0.615881311,0.738597926,0.592075108,0.497353346,0.566278416,0.351381966,0.562159407,0.429595354,0.666304645,0.67743992,0.641217424,0.616955968,0.681164497,0.72088522,0.677834952,0.831161424,0.609513959,0.352673025,0.784620481,0.519128201,0.538372715,0.533297597,0.432038539,0.372852607,0.30442375,0.418341292,Health_Care_is_unaffordable_in_Michigan_these_days,The_costs_of_a_college_education__have_become_unaffordable_in_Michigan,Carbon_taxes_and_CO2_emissions_caps_pose_too_much_risk_to_the_economy
70,clust_618_70,vote_bucket_low,vch_bucket_high,37.9530233,10.34641432,53.02196504,17.57111993,66.90293173,40.94892962,0.119319678,0.987508529,25.58061723,0.6329187,0,0.023224689,4.940851383,0.970739516,0,0,0,1,1,0,0,9.18922217,90.87149976,0.006245736,0,0.848895187,0.002440561,0.141421298,0,2.62E-05,0,0.000970976,38106,0.80883232,0.765074026,0.829389666,0.619225297,0.901649771,0.3973907,0.393157328,0.720468459,0.617717543,0.880754143,0.834897783,0.650630515,0.690014465,0.465253663,0.329130162,0.464093283,0.365522461,0.343727229,0.552323526,0.52396752,0.689835056,0.85763383,0.89072227,0.837662256,0.667274981,0.68453532,0.932060202,0.81349521,0.2189379,0.742600752,0.716923631,0.601876229,0.622410947,0.603755788,0.726083766,0.684584415,0.612251229,0.597258933,0.471361974,0.475482024,0.418401249,0.713966409,0.726640864,0.701415301,0.643415488,0.745102317,0.764542347,0.751263262,0.881034556,0.665239621,0.455612195,0.786855313,0.536925481,0.470141211,0.484595966,0.377862976,0.515657707,0.45128062,0.537184913,Politics_in_Michigan_are_corrupt,40_of_Michigan_women_live_in_counties_with_no_abortion_clinics,Same_sex_couples_should_be_allowed_to_be_legally_married_in_Michigan
71,clust_618_71,vote_bucket_med,vch_bucket_high,41.99451459,12.02139566,53.95383978,18.2080891,68.12902282,34.62538327,0.207019897,0.982819292,27.7468433,0.571827779,0,0.036741875,4.890615101,0.972469468,0,0,0,1,0,1,0,44.98666943,89.80124094,0.06002898,0,0.877872076,0.013351273,0.029083006,0,0.000206996,0,0.019457669,9662,0.81406589,0.751760132,0.808057093,0.623678944,0.90301702,0.396636572,0.397785394,0.700405752,0.61349904,0.865469024,0.821777279,0.651783884,0.701503249,0.450841808,0.33452674,0.449066445,0.40042572,0.360032245,0.581800291,0.530007287,0.715342792,0.845656265,0.899856501,0.821922094,0.688646839,0.685706283,0.912185523,0.804001201,0.238753819,0.724006194,0.713078201,0.596710098,0.625252453,0.579355805,0.740129458,0.67108348,0.5809589,0.568417367,0.449359402,0.498716276,0.417327461,0.714899198,0.730052239,0.691664283,0.647590356,0.736315475,0.758854093,0.733843669,0.872797333,0.660618179,0.429199593,0.800705438,0.543311766,0.452420396,0.458104373,0.362358365,0.510900892,0.438791571,0.543013198,Politics_in_Michigan_are_corrupt,40_of_Michigan_women_live_in_counties_with_no_abortion_clinics,The_Line_5_pipeline_poses_a_direct_risk_to_health_of_Michigan_communities
72,clust_618_72,vote_bucket_high,vch_bucket_high,49.73063781,14.47776184,57.04014806,16.955134,71.91219512,30.1192713,0.306837607,0.991742597,31.42539863,0.714977221,0,0.015091116,5.379381296,0.973519362,0,0,0,1,0,0,1,82.94011959,91.19599943,0.105922551,0,0.859339408,0.007687927,0.017938497,0,0.000569476,0.001708428,0.006833713,3512,0.82638087,0.750314517,0.785313046,0.606298128,0.907615806,0.374074563,0.378995738,0.690798468,0.590957706,0.849961021,0.81355527,0.685060314,0.745850311,0.392257954,0.32999294,0.449460717,0.432416352,0.373054335,0.605638971,0.581710503,0.774818624,0.830934895,0.923416097,0.792409947,0.733000664,0.712532836,0.877787276,0.791381749,0.269440535,0.712070275,0.732517509,0.623236965,0.652507653,0.510413834,0.779522602,0.660868392,0.53095071,0.522495343,0.44650424,0.528399869,0.402100564,0.735669308,0.761889689,0.698871911,0.692056926,0.738605323,0.768585153,0.730155129,0.87171158,0.6749398,0.409677754,0.828993721,0.559708333,0.390566636,0.376175369,0.30105457,0.55629728,0.456558375,0.581211451,15_per_hour_is_a_fair_and_appropriate_minimum_wage_for_Michigan_workers,Michigan_should_raise_the_state_minimum_wage,Women_have_a_right_to_choose_to_have_an_abortion
73,clust_618_73,vote_bucket_low,vch_bucket_low,38.17857143,14.0952381,32.85714286,28.34545455,49.39285714,75.60892857,0.321428571,0.964285714,43.91071429,0.517857143,1,0.035714286,6.471929132,0.892857143,1,1,0,0,1,0,0,12.63214286,29.74857143,0,0.107142857,0,0.642857143,0.071428571,0,0.107142857,0.017857143,0.053571429,56,0.837632848,0.758466956,0.797597377,0.742897799,0.889197487,0.38685544,0.379570911,0.744357697,0.466227445,0.873474312,0.794670657,0.624753217,0.658745587,0.475423163,0.330840736,0.41422051,0.301976264,0.432456754,0.582721562,0.515048148,0.798406567,0.807677728,0.906852248,0.800915406,0.633600767,0.651335386,0.873297252,0.816122818,0.214172121,0.736906272,0.73860876,0.575186685,0.648501455,0.634110313,0.793380087,0.657831337,0.601697129,0.676347789,0.403019192,0.430308872,0.353602535,0.689053465,0.713949293,0.688749331,0.688561022,0.68587,0.738533312,0.702319176,0.853451996,0.614719095,0.369759314,0.777734604,0.432818435,0.483279902,0.471006242,0.308242741,0.517417848,0.431933529,0.449199824,Same_sex_couples_should_be_allowed_to_be_legally_married_in_Michigan,a_national_effort_to_cut_carbon_dioxide_emissions_by_setting_state_limits_is_a_priority_to_implement,The_current_policies_of_elected_officials_in_Michigan_are_detrimental_to_the_environment
74,clust_618_74,vote_bucket_med,vch_bucket_low,38.62318841,14.58823529,38.1884058,28.72463768,38.16666667,75.97101449,0.434782609,0.971014493,52.08695652,0.275362319,1,0.028985507,7.058875318,0.753623188,1,1,0,0,0,1,0,53.55072464,27.96942029,0.014492754,0.086956522,0,0.463768116,0.014492754,0,0.231884058,0.043478261,0.144927536,69,0.839880854,0.780917627,0.812699514,0.729594091,0.891132532,0.374157178,0.358877858,0.767542171,0.460896847,0.884510994,0.818818876,0.685249597,0.716481473,0.429625199,0.305993954,0.476630761,0.301212727,0.423346713,0.572056675,0.57330643,0.79359993,0.801919881,0.890219108,0.806785644,0.638687806,0.688529724,0.870086652,0.829310391,0.197002289,0.762336364,0.744840752,0.624196349,0.673316276,0.596616461,0.800527763,0.697791232,0.631423077,0.701090444,0.450636179,0.403052713,0.350251393,0.701860068,0.729914336,0.713039619,0.694447605,0.719245342,0.754173847,0.717609771,0.862263411,0.649636233,0.4165341,0.781906511,0.445198513,0.424906645,0.411807217,0.272065144,0.582236443,0.482805584,0.500062288,Same_sex_couples_should_be_allowed_to_be_legally_married_in_Michigan,The_current_policies_of_elected_officials_in_Michigan_are_detrimental_to_the_environment,a_national_effort_to_cut_carbon_dioxide_emissions_by_setting_state_limits_is_a_priority_to_implement
75,clust_618_75,vote_bucket_high,vch_bucket_low,42.3015873,15.96190476,41.05555556,31.07142857,38.57460317,76.30714286,0.571428571,0.896825397,60.00793651,0.293650794,1,0.103174603,7.575472166,0.849206349,1,1,0,0,0,0,1,84.98412698,26.8081746,0.055555556,0.150793651,0,0.253968254,0.007936508,0,0.222222222,0.047619048,0.261904762,126,0.830086386,0.741122026,0.765574016,0.761190918,0.875598503,0.401724388,0.390441401,0.723653945,0.473118204,0.859352933,0.779223895,0.632362926,0.680906298,0.470894069,0.346423565,0.391273984,0.329418205,0.467868884,0.633947264,0.519147927,0.817256309,0.786651886,0.91232553,0.793539289,0.645938102,0.647744812,0.854072744,0.809194156,0.226537269,0.715444799,0.738075134,0.562864023,0.650177749,0.628365539,0.815451741,0.654588352,0.569560293,0.652906285,0.365943375,0.435952853,0.359121227,0.676307431,0.715136864,0.690745092,0.687459464,0.677227173,0.714733761,0.677740938,0.843184393,0.612175079,0.33137898,0.773056357,0.411670687,0.492097247,0.45761808,0.300944707,0.51833487,0.410923711,0.442188797,Same_sex_couples_should_be_allowed_to_be_legally_married_in_Michigan,a_national_effort_to_cut_carbon_dioxide_emissions_by_setting_state_limits_is_a_priority_to_implement,The_current_policies_of_elected_officials_in_Michigan_are_detrimental_to_the_environment
76,clust_618_76,vote_bucket_low,vch_bucket_med,36.32932692,12.01834862,29.98317308,27.30288462,59.21129808,70.68774038,0.098557692,0.911057692,38.63701923,0.300480769,0.947115385,0.108173077,6.099277832,0.923076923,1,0,1,0,1,0,0,10.66875,64.07161058,0.021634615,0.264423077,0,0.209134615,0.490384615,0,0.009615385,0,0.004807692,416,0.835633941,0.770869799,0.820788092,0.690769644,0.881990284,0.40511395,0.374202905,0.741989169,0.549117125,0.885065124,0.819253791,0.659926204,0.681946965,0.482936979,0.327086277,0.465013531,0.308627404,0.348952495,0.556469707,0.530596736,0.744311054,0.835860822,0.877566551,0.820778883,0.643711209,0.670502768,0.925251202,0.831547313,0.209721756,0.760080156,0.742323192,0.608840082,0.632240551,0.628529853,0.753560156,0.692000451,0.6280163,0.626989067,0.453970343,0.436793433,0.40036542,0.724474709,0.717168548,0.701449526,0.665170946,0.733925942,0.75176067,0.733337949,0.878825509,0.64161825,0.424964982,0.772369564,0.481607137,0.459632568,0.472106784,0.317292004,0.549225666,0.460486326,0.515046944,Same_sex_couples_should_be_allowed_to_be_legally_married_in_Michigan,The_current_policies_of_elected_officials_in_Michigan_are_detrimental_to_the_environment,Politics_in_Michigan_are_corrupt
77,clust_618_77,vote_bucket_med,vch_bucket_med,37.66992665,12.63914373,32.30317848,27.98284314,60.67017115,71.14669927,0.17603912,0.775061125,41.59168704,0.276283619,0.946210269,0.24205379,6.327318664,0.91198044,1,0,1,0,0,1,0,49.54889976,63.02364303,0.078239609,0.442542787,0,0.212713936,0.207823961,0,0.04400978,0.002444988,0.012224939,409,0.84792718,0.784726627,0.829037687,0.67414484,0.889104813,0.377862966,0.361506873,0.758445201,0.5187748,0.890729652,0.831419802,0.693566435,0.720035898,0.449057705,0.295024395,0.486571119,0.287765845,0.337152333,0.549236329,0.574578415,0.760530054,0.831359689,0.887369539,0.817351319,0.659261938,0.70246233,0.922275523,0.844410822,0.196977111,0.775936554,0.764100181,0.642760357,0.664288996,0.605587685,0.778709468,0.718392653,0.640623778,0.629030176,0.47006969,0.422061766,0.377942457,0.734705232,0.745674848,0.717978698,0.682100438,0.74129449,0.770564336,0.742524248,0.888200302,0.66086476,0.429489278,0.787093813,0.482840397,0.411590546,0.412813838,0.273194272,0.597199988,0.508409992,0.55356955,Same_sex_couples_should_be_allowed_to_be_legally_married_in_Michigan,The_current_policies_of_elected_officials_in_Michigan_are_detrimental_to_the_environment,15_per_hour_is_a_fair_and_appropriate_minimum_wage_for_Michigan_workers
78,clust_618_78,vote_bucket_high,vch_bucket_med,41.11825193,14.99122807,33.56812339,30.44473008,64.31722365,71.07634961,0.334190231,0.748071979,51.3496144,0.367609254,0.958868895,0.28277635,7.007138781,0.938303342,1,0,1,0,0,0,1,83.7848329,61.22640103,0.179948586,0.511568123,0,0.138817481,0.077120823,0,0.035989717,0.002570694,0.053984576,389,0.861768864,0.805595797,0.831097783,0.650874829,0.892600008,0.341240671,0.344614013,0.786331679,0.487240868,0.900867753,0.848960642,0.76156653,0.792207296,0.364372811,0.242488477,0.534265764,0.29047813,0.32951507,0.567524101,0.661532406,0.782442855,0.807721364,0.896092738,0.797767313,0.692761119,0.758158697,0.909947266,0.861359127,0.185378034,0.792470545,0.797284457,0.706102293,0.718385429,0.53481175,0.833569979,0.751168174,0.668142789,0.646923991,0.500081565,0.402196108,0.342967768,0.752883475,0.790201427,0.743598006,0.704198149,0.765346099,0.792918109,0.74478798,0.893390524,0.694322692,0.444693323,0.800547152,0.490534571,0.330768537,0.308851193,0.206524987,0.684054685,0.576021391,0.622946929,15_per_hour_is_a_fair_and_appropriate_minimum_wage_for_Michigan_workers,Same_sex_couples_should_be_allowed_to_be_legally_married_in_Michigan,Women_have_a_right_to_choose_to_have_an_abortion
79,clust_618_79,vote_bucket_low,vch_bucket_high,36.5740451,13.99810406,24.9291557,20.00989113,75.17312042,67.93593072,0.048972189,0.973113308,26.74265595,0.812291059,0.786791379,0.031225549,5.11318195,0.995056547,1,0,0,1,1,0,0,9.810843588,94.94742798,0.004409986,0.61757593,0,0.002631766,0.375346753,0,0,0,3.56E-05,28118,0.914834123,0.899756836,0.925284326,0.533281124,0.94259443,0.257889389,0.26057615,0.873144281,0.500730903,0.955068953,0.93140566,0.91331182,0.920258878,0.224687291,0.124882467,0.730633971,0.193552266,0.204703564,0.441837866,0.83988112,0.757070966,0.876915209,0.903246295,0.857845607,0.722873696,0.898784766,0.97121491,0.920121108,0.122379789,0.901679756,0.869044886,0.886887899,0.827899979,0.447028182,0.85449984,0.860757631,0.779259962,0.677394599,0.700803679,0.334601387,0.309719284,0.85156337,0.88685306,0.825469652,0.749356374,0.861423181,0.891547802,0.867621078,0.955332078,0.802849849,0.625461539,0.872037945,0.585551577,0.152510145,0.135516188,0.090926378,0.879375718,0.806907835,0.835406503,15_per_hour_is_a_fair_and_appropriate_minimum_wage_for_Michigan_workers,Undocumented_women_under_the_age_of_18_should_be_able_to_access_abortions_legally,Students_should_be_allowed_to_use_the_restroom_and_locker_room_that_matches_their_gender_identity_whether_or_not_that_is_the_same_as_their_sex_at_birth
80,clust_618_80,vote_bucket_med,vch_bucket_high,38.65612802,15.09945535,25.21116315,22.84336565,80.47544887,67.65409836,0.137782982,0.920439761,32.14259693,0.786690086,0.851613323,0.089838668,5.577486237,0.993169399,1,0,0,1,0,1,0,49.23348946,94.23499154,0.032201405,0.819867291,0,0.002862347,0.144808743,0,0.00019516,0,6.51E-05,15372,0.910508587,0.89145777,0.914571969,0.542741062,0.93720338,0.265707527,0.270713758,0.864588545,0.496131629,0.948937007,0.924146599,0.904392311,0.914950374,0.233495161,0.133098443,0.704180477,0.206031003,0.213889439,0.470847077,0.82814411,0.769860522,0.866796394,0.908959335,0.847433775,0.730602268,0.888694433,0.96376592,0.91489592,0.128967241,0.890417613,0.865439476,0.871768257,0.820811991,0.452084281,0.86233298,0.851408132,0.762597172,0.664300553,0.669414854,0.344579344,0.312752734,0.841106892,0.882069014,0.816291843,0.746318494,0.851844485,0.882025247,0.849785743,0.949703158,0.792156963,0.592608464,0.867099109,0.570644651,0.16206737,0.140679421,0.095966009,0.867212463,0.782150887,0.819530261,15_per_hour_is_a_fair_and_appropriate_minimum_wage_for_Michigan_workers,I_support_stricter_gun_reform_legislation,Undocumented_women_under_the_age_of_18_should_be_able_to_access_abortions_legally
81,clust_618_81,vote_bucket_high,vch_bucket_high,42.52184349,16.94638094,26.36853897,25.45871339,83.89445511,67.41245799,0.266202592,0.948231717,39.91662666,0.827332373,0.883101296,0.060969755,6.180828714,0.992398784,1,0,0,1,0,0,1,83.74108657,94.59704513,0.082013122,0.855336854,0,0.002080333,0.060329653,0,0,0,0.000240038,12498,0.907960087,0.886954267,0.903878308,0.546602557,0.932168466,0.265365746,0.27258322,0.862251006,0.485949537,0.944301456,0.921863666,0.912141659,0.926903536,0.217172592,0.127278137,0.683936675,0.22738948,0.225409902,0.511943024,0.839968346,0.789635377,0.848084491,0.916826882,0.826001019,0.74858201,0.89399094,0.950965211,0.911972281,0.138693526,0.881369047,0.873040384,0.872382136,0.828563462,0.424953696,0.882668367,0.847616399,0.748796806,0.653278615,0.639475697,0.356294692,0.303949883,0.83826192,0.88972286,0.818071415,0.75978422,0.846871649,0.881192295,0.833988267,0.946212372,0.793073351,0.557252483,0.867395037,0.560856767,0.14704041,0.117954493,0.08145912,0.878263075,0.765536784,0.821140405,15_per_hour_is_a_fair_and_appropriate_minimum_wage_for_Michigan_workers,I_support_stricter_gun_reform_legislation,Women_have_a_right_to_choose_to_have_an_abortion
82,clust_618_82,vote_bucket_low,vch_bucket_low,39.44927536,11.92307692,27.28985507,54.33333333,49.91884058,27.90289855,0.173913043,0.956521739,61.92753623,0.231884058,0.927536232,0.072463768,7.74275095,0.884057971,1,1,0,0,1,0,0,13.53768116,27.39956522,0.057971014,0.202898551,0,0.507246377,0.072463768,0,0.043478261,0.014492754,0.101449275,69,0.817312082,0.783613556,0.79617923,0.719963955,0.845968541,0.393814497,0.388762491,0.766278798,0.48576915,0.894797258,0.826330601,0.717580353,0.749194172,0.413581327,0.296068997,0.532880262,0.325795047,0.407212667,0.547014028,0.60518144,0.798640451,0.73282711,0.84971672,0.767756128,0.662745787,0.704523155,0.832845555,0.847742825,0.200029129,0.747473362,0.731020734,0.655840643,0.661582014,0.559618974,0.814413839,0.74075034,0.681816427,0.778938949,0.510931161,0.414090318,0.333274944,0.696495369,0.756486094,0.70450261,0.629804182,0.751194207,0.814138403,0.688403486,0.856442152,0.660354332,0.473523539,0.704372309,0.523980035,0.378820862,0.374867222,0.29167798,0.584148551,0.516615087,0.54836386,Same_sex_couples_should_be_allowed_to_be_legally_married_in_Michigan,Married_samesex_couples_in_Michigan_should_be_allowed_to_adopt_children,Undocumented_women_under_the_age_of_18_should_be_able_to_access_abortions_legally
83,clust_618_83,vote_bucket_med,vch_bucket_low,48.11764706,13.83928571,31.94117647,54.13235294,48.71029412,22.13676471,0.25,0.867647059,64.52941176,0.279411765,0.941176471,0.147058824,7.878730532,0.882352941,1,1,0,0,0,1,0,52.22352941,30.095,0.044117647,0.264705882,0,0.323529412,0.073529412,0,0.102941176,0.029411765,0.161764706,68,0.824229431,0.767891528,0.757073412,0.725493317,0.844334088,0.375763253,0.387297985,0.737941674,0.470551284,0.863733997,0.784511706,0.722816526,0.764049787,0.383292106,0.315922352,0.493168344,0.390859763,0.418630772,0.605047381,0.622252778,0.834127287,0.705879247,0.866673059,0.711818031,0.703154963,0.710158001,0.780735022,0.825725098,0.237393339,0.710296238,0.719426789,0.651755259,0.656243847,0.495555144,0.839853065,0.693835847,0.615535108,0.72353092,0.461584572,0.46565856,0.335385851,0.71243533,0.756305645,0.72076393,0.654256876,0.740619738,0.785655549,0.664430117,0.824485984,0.676383763,0.4141821,0.725524415,0.503253409,0.35333123,0.330858045,0.265578573,0.584541063,0.486422083,0.555078812,15_per_hour_is_a_fair_and_appropriate_minimum_wage_for_Michigan_workers,Married_samesex_couples_in_Michigan_should_be_allowed_to_adopt_children,Same_sex_couples_should_be_allowed_to_be_legally_married_in_Michigan
