Date,Coalition,Channel,Matrix Position,Spend,Reach,Impressions,Engagements,Comments,Shares,Video Views,Video Completions,Website Clicks,CumSpend,CumImpressions
2018-04-28,Progress Michigan,Google,Persaudables - Vote Low,0,0,0,0,0,0,0,0,0,0,0
2018-04-29,LCV,Facebook,Unspecified (Phase 1),427.56,125589,128870,12703,6,6,12522,2597,0,427.56,128870
2018-04-29,LCV,Facebook,Republican - Vote Low,0,0,0,0,0,0,0,0,0,0,0
2018-04-29,LCV,Facebook,Republican - Vote Medium,0,0,0,0,0,0,0,0,0,0,0
2018-04-29,LCV,Facebook,Republican - Vote High,0,0,0,0,0,0,0,0,0,0,0
2018-04-29,LCV,Facebook,Persaudables - Vote Medium,0,0,0,0,0,0,0,0,0,0,0
2018-04-29,LCV,Facebook,Persaudables - Vote High,0,0,0,0,0,0,0,0,0,0,0
2018-04-29,LCV,Facebook,Democrats - Vote Low,0,0,0,0,0,0,0,0,0,0,0
2018-04-29,LCV,Facebook,Democrats  - Vote Medium,0,0,0,0,0,0,0,0,0,0,0
2018-04-29,LCV,Facebook,Democrats - Vote High,0,0,0,0,0,0,0,0,0,0,0
2018-04-29,LCV,Facebook,Persaudables - Vote Low,0,0,0,0,0,0,0,0,0,0,0
2018-04-29,LCV,Twitter,Unspecified (Phase 1),8.728226,0,484,160,0,0,259,23,0,85.133924,16410
2018-04-29,LCV,Twitter,Republican - Vote Low,0,0,0,0,0,0,0,0,0,0,0
2018-04-29,LCV,Twitter,Republican - Vote Medium,0,0,0,0,0,0,0,0,0,0,0
2018-04-29,LCV,Twitter,Republican - Vote High,0,0,0,0,0,0,0,0,0,0,0
2018-04-29,LCV,Twitter,Persaudables - Vote Medium,0,0,0,0,0,0,0,0,0,0,0
2018-04-29,LCV,Twitter,Persaudables - Vote High,0,0,0,0,0,0,0,0,0,0,0
2018-04-29,LCV,Twitter,Democrats - Vote Low,0,0,0,0,0,0,0,0,0,0,0
2018-04-29,LCV,Twitter,Democrats  - Vote Medium,0,0,0,0,0,0,0,0,0,0,0
2018-04-29,LCV,Twitter,Democrats - Vote High,0,0,0,0,0,0,0,0,0,0,0
2018-04-29,LCV,Twitter,Persaudables - Vote Low,0,0,0,0,0,0,0,0,0,0,0
2018-04-29,LCV,Google,Unspecified (Phase 1),0,0,0,0,0,0,0,0,0,0,0
2018-04-29,LCV,Google,Republican - Vote Low,0,0,0,0,0,0,0,0,0,0,0
2018-04-29,LCV,Google,Republican - Vote Medium,0,0,0,0,0,0,0,0,0,0,0
2018-04-29,LCV,Google,Republican - Vote High,0,0,0,0,0,0,0,0,0,0,0
2018-04-29,LCV,Google,Persaudables - Vote Medium,0,0,0,0,0,0,0,0,0,0,0
2018-04-29,LCV,Google,Persaudables - Vote High,0,0,0,0,0,0,0,0,0,0,0
2018-04-29,LCV,Google,Democrats - Vote Low,0,0,0,0,0,0,0,0,0,0,0
2018-04-29,LCV,Google,Democrats  - Vote Medium,0,0,0,0,0,0,0,0,0,0,0
2018-04-29,LCV,Google,Democrats - Vote High,0,0,0,0,0,0,0,0,0,0,0
2018-04-29,LCV,Google,Persaudables - Vote Low,0,0,0,0,0,0,0,0,0,0,0
2018-04-29,Planned Parenthood,Facebook,Unspecified (Phase 1),0,0,0,0,0,0,0,0,0,0,0
2018-04-29,Planned Parenthood,Facebook,Republican - Vote Low,0,0,0,0,0,0,0,0,0,0,0
2018-04-29,Planned Parenthood,Facebook,Republican - Vote Medium,0,0,0,0,0,0,0,0,0,0,0
2018-04-29,Planned Parenthood,Facebook,Republican - Vote High,0,0,0,0,0,0,0,0,0,0,0
2018-04-29,Planned Parenthood,Facebook,Persaudables - Vote Medium,0,0,0,0,0,0,0,0,0,0,0
2018-04-29,Planned Parenthood,Facebook,Persaudables - Vote High,0,0,0,0,0,0,0,0,0,0,0
2018-04-29,Planned Parenthood,Facebook,Democrats - Vote Low,0,0,0,0,0,0,0,0,0,0,0
2018-04-29,Planned Parenthood,Facebook,Democrats  - Vote Medium,0,0,0,0,0,0,0,0,0,0,0
2018-04-29,Planned Parenthood,Facebook,Democrats - Vote High,0,0,0,0,0,0,0,0,0,0,0
2018-04-29,Planned Parenthood,Facebook,Persaudables - Vote Low,0,0,0,0,0,0,0,0,0,0,0
2018-04-29,Planned Parenthood,Twitter,Unspecified (Phase 1),0,0,0,0,0,0,0,0,0,0,0
2018-04-29,Planned Parenthood,Twitter,Republican - Vote Low,0,0,0,0,0,0,0,0,0,0,0
2018-04-29,Planned Parenthood,Twitter,Republican - Vote Medium,0,0,0,0,0,0,0,0,0,0,0
2018-04-29,Planned Parenthood,Twitter,Republican - Vote High,0,0,0,0,0,0,0,0,0,0,0
2018-04-29,Planned Parenthood,Twitter,Persaudables - Vote Medium,0,0,0,0,0,0,0,0,0,0,0
2018-04-29,Planned Parenthood,Twitter,Persaudables - Vote High,0,0,0,0,0,0,0,0,0,0,0
2018-04-29,Planned Parenthood,Twitter,Democrats - Vote Low,0,0,0,0,0,0,0,0,0,0,0
2018-04-29,Planned Parenthood,Twitter,Democrats  - Vote Medium,0,0,0,0,0,0,0,0,0,0,0
2018-04-29,Planned Parenthood,Twitter,Democrats - Vote High,0,0,0,0,0,0,0,0,0,0,0
2018-04-29,Planned Parenthood,Twitter,Persaudables - Vote Low,0,0,0,0,0,0,0,0,0,0,0
2018-04-29,Planned Parenthood,Google,Unspecified (Phase 1),0,0,0,0,0,0,0,0,0,0,0
2018-04-29,Planned Parenthood,Google,Republican - Vote Low,0,0,0,0,0,0,0,0,0,0,0
2018-04-29,Planned Parenthood,Google,Republican - Vote Medium,0,0,0,0,0,0,0,0,0,0,0
2018-04-29,Planned Parenthood,Google,Republican - Vote High,0,0,0,0,0,0,0,0,0,0,0
2018-04-29,Planned Parenthood,Google,Persaudables - Vote Medium,0,0,0,0,0,0,0,0,0,0,0
2018-04-29,Planned Parenthood,Google,Persaudables - Vote High,0,0,0,0,0,0,0,0,0,0,0
2018-04-29,Planned Parenthood,Google,Democrats - Vote Low,0,0,0,0,0,0,0,0,0,0,0
2018-04-29,Planned Parenthood,Google,Democrats  - Vote Medium,0,0,0,0,0,0,0,0,0,0,0
2018-04-29,Planned Parenthood,Google,Democrats - Vote High,0,0,0,0,0,0,0,0,0,0,0
2018-04-29,Planned Parenthood,Google,Persaudables - Vote Low,0,0,0,0,0,0,0,0,0,0,0
2018-04-29,Progress Michigan,Facebook,Unspecified (Phase 1),0,0,0,0,0,0,0,0,0,0,0
2018-04-29,Progress Michigan,Facebook,Republican - Vote Low,0,0,0,0,0,0,0,0,0,0,0
2018-04-29,Progress Michigan,Facebook,Republican - Vote Medium,0,0,0,0,0,0,0,0,0,0,0
2018-04-29,Progress Michigan,Facebook,Republican - Vote High,0,0,0,0,0,0,0,0,0,0,0
2018-04-29,Progress Michigan,Facebook,Persaudables - Vote Medium,0,0,0,0,0,0,0,0,0,0,0
2018-04-29,Progress Michigan,Facebook,Persaudables - Vote High,0,0,0,0,0,0,0,0,0,0,0
2018-04-29,Progress Michigan,Facebook,Democrats - Vote Low,0,0,0,0,0,0,0,0,0,0,0
2018-04-29,Progress Michigan,Facebook,Democrats  - Vote Medium,0,0,0,0,0,0,0,0,0,0,0
2018-04-29,Progress Michigan,Facebook,Democrats - Vote High,0,0,0,0,0,0,0,0,0,0,0
2018-04-29,Progress Michigan,Facebook,Persaudables - Vote Low,0,0,0,0,0,0,0,0,0,0,0
2018-04-29,Progress Michigan,Twitter,Unspecified (Phase 1),0,0,0,0,0,0,0,0,0,0,0
2018-04-29,Progress Michigan,Twitter,Republican - Vote Low,0,0,0,0,0,0,0,0,0,0,0
2018-04-29,Progress Michigan,Twitter,Republican - Vote Medium,0,0,0,0,0,0,0,0,0,0,0
2018-04-29,Progress Michigan,Twitter,Republican - Vote High,0,0,0,0,0,0,0,0,0,0,0
2018-04-29,Progress Michigan,Twitter,Persaudables - Vote Medium,0,0,0,0,0,0,0,0,0,0,0
2018-04-29,Progress Michigan,Twitter,Persaudables - Vote High,0,0,0,0,0,0,0,0,0,0,0
2018-04-29,Progress Michigan,Twitter,Democrats - Vote Low,0,0,0,0,0,0,0,0,0,0,0
2018-04-29,Progress Michigan,Twitter,Democrats  - Vote Medium,0,0,0,0,0,0,0,0,0,0,0
2018-04-29,Progress Michigan,Twitter,Democrats - Vote High,0,0,0,0,0,0,0,0,0,0,0
2018-04-29,Progress Michigan,Twitter,Persaudables - Vote Low,0,0,0,0,0,0,0,0,0,0,0
2018-04-29,Progress Michigan,Google,Unspecified (Phase 1),0,0,0,0,0,0,0,0,0,0,0
2018-04-29,Progress Michigan,Google,Republican - Vote Low,0,0,0,0,0,0,0,0,0,0,0
2018-04-29,Progress Michigan,Google,Republican - Vote Medium,0,0,0,0,0,0,0,0,0,0,0
2018-04-29,Progress Michigan,Google,Republican - Vote High,0,0,0,0,0,0,0,0,0,0,0
2018-04-29,Progress Michigan,Google,Persaudables - Vote Medium,0,0,0,0,0,0,0,0,0,0,0
2018-04-29,Progress Michigan,Google,Persaudables - Vote High,0,0,0,0,0,0,0,0,0,0,0
2018-04-29,Progress Michigan,Google,Democrats - Vote Low,0,0,0,0,0,0,0,0,0,0,0
2018-04-29,Progress Michigan,Google,Democrats  - Vote Medium,0,0,0,0,0,0,0,0,0,0,0
2018-04-29,Progress Michigan,Google,Democrats - Vote High,0,0,0,0,0,0,0,0,0,0,0
2018-04-29,Progress Michigan,Google,Persaudables - Vote Low,0,0,0,0,0,0,0,0,0,0,0
2018-04-30,LCV,Facebook,Unspecified (Phase 1),570.47,154852,159747,17257,3,7,17055,3942,0,998.03,288617
2018-04-30,LCV,Facebook,Republican - Vote Low,0,0,0,0,0,0,0,0,0,0,0
2018-04-30,LCV,Facebook,Republican - Vote Medium,0,0,0,0,0,0,0,0,0,0,0
2018-04-30,LCV,Facebook,Republican - Vote High,0,0,0,0,0,0,0,0,0,0,0
2018-04-30,LCV,Facebook,Persaudables - Vote Medium,0,0,0,0,0,0,0,0,0,0,0
2018-04-30,LCV,Facebook,Persaudables - Vote High,0,0,0,0,0,0,0,0,0,0,0
2018-04-30,LCV,Facebook,Democrats - Vote Low,0,0,0,0,0,0,0,0,0,0,0
2018-04-30,LCV,Facebook,Democrats  - Vote Medium,0,0,0,0,0,0,0,0,0,0,0
2018-04-30,LCV,Facebook,Democrats - Vote High,0,0,0,0,0,0,0,0,0,0,0
2018-04-30,LCV,Facebook,Persaudables - Vote Low,0,0,0,0,0,0,0,0,0,0,0
2018-04-30,LCV,Twitter,Unspecified (Phase 1),62.800471,0,10992,3176,1,18,5465,529,0,147.934395,27402
2018-04-30,LCV,Twitter,Republican - Vote Low,0,0,0,0,0,0,0,0,0,0,0
2018-04-30,LCV,Twitter,Republican - Vote Medium,0,0,0,0,0,0,0,0,0,0,0
2018-04-30,LCV,Twitter,Republican - Vote High,0,0,0,0,0,0,0,0,0,0,0
2018-04-30,LCV,Twitter,Persaudables - Vote Medium,0,0,0,0,0,0,0,0,0,0,0
2018-04-30,LCV,Twitter,Persaudables - Vote High,0,0,0,0,0,0,0,0,0,0,0
2018-04-30,LCV,Twitter,Democrats - Vote Low,0,0,0,0,0,0,0,0,0,0,0
2018-04-30,LCV,Twitter,Democrats  - Vote Medium,0,0,0,0,0,0,0,0,0,0,0
2018-04-30,LCV,Twitter,Democrats - Vote High,0,0,0,0,0,0,0,0,0,0,0
2018-04-30,LCV,Twitter,Persaudables - Vote Low,0,0,0,0,0,0,0,0,0,0,0
2018-04-30,LCV,Google,Unspecified (Phase 1),0,0,0,0,0,0,0,0,0,0,0
2018-04-30,LCV,Google,Republican - Vote Low,0,0,0,0,0,0,0,0,0,0,0
2018-04-30,LCV,Google,Republican - Vote Medium,0,0,0,0,0,0,0,0,0,0,0
2018-04-30,LCV,Google,Republican - Vote High,0,0,0,0,0,0,0,0,0,0,0
2018-04-30,LCV,Google,Persaudables - Vote Medium,0,0,0,0,0,0,0,0,0,0,0
2018-04-30,LCV,Google,Persaudables - Vote High,0,0,0,0,0,0,0,0,0,0,0
2018-04-30,LCV,Google,Democrats - Vote Low,0,0,0,0,0,0,0,0,0,0,0
2018-04-30,LCV,Google,Democrats  - Vote Medium,0,0,0,0,0,0,0,0,0,0,0
2018-04-30,LCV,Google,Democrats - Vote High,0,0,0,0,0,0,0,0,0,0,0
2018-04-30,LCV,Google,Persaudables - Vote Low,0,0,0,0,0,0,0,0,0,0,0
2018-04-30,Planned Parenthood,Facebook,Unspecified (Phase 1),0,0,0,0,0,0,0,0,0,0,0
2018-04-30,Planned Parenthood,Facebook,Republican - Vote Low,0,0,0,0,0,0,0,0,0,0,0
2018-04-30,Planned Parenthood,Facebook,Republican - Vote Medium,0,0,0,0,0,0,0,0,0,0,0
2018-04-30,Planned Parenthood,Facebook,Republican - Vote High,0,0,0,0,0,0,0,0,0,0,0
2018-04-30,Planned Parenthood,Facebook,Persaudables - Vote Medium,0,0,0,0,0,0,0,0,0,0,0
2018-04-30,Planned Parenthood,Facebook,Persaudables - Vote High,0,0,0,0,0,0,0,0,0,0,0
2018-04-30,Planned Parenthood,Facebook,Democrats - Vote Low,0,0,0,0,0,0,0,0,0,0,0
2018-04-30,Planned Parenthood,Facebook,Democrats  - Vote Medium,0,0,0,0,0,0,0,0,0,0,0
2018-04-30,Planned Parenthood,Facebook,Democrats - Vote High,0,0,0,0,0,0,0,0,0,0,0
2018-04-30,Planned Parenthood,Facebook,Persaudables - Vote Low,0,0,0,0,0,0,0,0,0,0,0
2018-04-30,Planned Parenthood,Twitter,Unspecified (Phase 1),0,0,0,0,0,0,0,0,0,0,0
2018-04-30,Planned Parenthood,Twitter,Republican - Vote Low,0,0,0,0,0,0,0,0,0,0,0
2018-04-30,Planned Parenthood,Twitter,Republican - Vote Medium,0,0,0,0,0,0,0,0,0,0,0
2018-04-30,Planned Parenthood,Twitter,Republican - Vote High,0,0,0,0,0,0,0,0,0,0,0
2018-04-30,Planned Parenthood,Twitter,Persaudables - Vote Medium,0,0,0,0,0,0,0,0,0,0,0
2018-04-30,Planned Parenthood,Twitter,Persaudables - Vote High,0,0,0,0,0,0,0,0,0,0,0
2018-04-30,Planned Parenthood,Twitter,Democrats - Vote Low,0,0,0,0,0,0,0,0,0,0,0
2018-04-30,Planned Parenthood,Twitter,Democrats  - Vote Medium,0,0,0,0,0,0,0,0,0,0,0
2018-04-30,Planned Parenthood,Twitter,Democrats - Vote High,0,0,0,0,0,0,0,0,0,0,0
2018-04-30,Planned Parenthood,Twitter,Persaudables - Vote Low,0,0,0,0,0,0,0,0,0,0,0
2018-04-30,Planned Parenthood,Google,Unspecified (Phase 1),0,0,0,0,0,0,0,0,0,0,0
2018-04-30,Planned Parenthood,Google,Republican - Vote Low,0,0,0,0,0,0,0,0,0,0,0
2018-04-30,Planned Parenthood,Google,Republican - Vote Medium,0,0,0,0,0,0,0,0,0,0,0
2018-04-30,Planned Parenthood,Google,Republican - Vote High,0,0,0,0,0,0,0,0,0,0,0
2018-04-30,Planned Parenthood,Google,Persaudables - Vote Medium,0,0,0,0,0,0,0,0,0,0,0
2018-04-30,Planned Parenthood,Google,Persaudables - Vote High,0,0,0,0,0,0,0,0,0,0,0
2018-04-30,Planned Parenthood,Google,Democrats - Vote Low,0,0,0,0,0,0,0,0,0,0,0
2018-04-30,Planned Parenthood,Google,Democrats  - Vote Medium,0,0,0,0,0,0,0,0,0,0,0
2018-04-30,Planned Parenthood,Google,Democrats - Vote High,0,0,0,0,0,0,0,0,0,0,0
2018-04-30,Planned Parenthood,Google,Persaudables - Vote Low,0,0,0,0,0,0,0,0,0,0,0
2018-04-30,Progress Michigan,Facebook,Unspecified (Phase 1),0,0,0,0,0,0,0,0,0,0,0
2018-04-30,Progress Michigan,Facebook,Republican - Vote Low,0,0,0,0,0,0,0,0,0,0,0
2018-04-30,Progress Michigan,Facebook,Republican - Vote Medium,0,0,0,0,0,0,0,0,0,0,0
2018-04-30,Progress Michigan,Facebook,Republican - Vote High,0,0,0,0,0,0,0,0,0,0,0
2018-04-30,Progress Michigan,Facebook,Persaudables - Vote Medium,0,0,0,0,0,0,0,0,0,0,0
2018-04-30,Progress Michigan,Facebook,Persaudables - Vote High,0,0,0,0,0,0,0,0,0,0,0
2018-04-30,Progress Michigan,Facebook,Democrats - Vote Low,0,0,0,0,0,0,0,0,0,0,0
2018-04-30,Progress Michigan,Facebook,Democrats  - Vote Medium,0,0,0,0,0,0,0,0,0,0,0
2018-04-30,Progress Michigan,Facebook,Democrats - Vote High,0,0,0,0,0,0,0,0,0,0,0
2018-04-30,Progress Michigan,Facebook,Persaudables - Vote Low,0,0,0,0,0,0,0,0,0,0,0
2018-04-30,Progress Michigan,Twitter,Unspecified (Phase 1),0,0,0,0,0,0,0,0,0,0,0
2018-04-30,Progress Michigan,Twitter,Republican - Vote Low,0,0,0,0,0,0,0,0,0,0,0
2018-04-30,Progress Michigan,Twitter,Republican - Vote Medium,0,0,0,0,0,0,0,0,0,0,0
2018-04-30,Progress Michigan,Twitter,Republican - Vote High,0,0,0,0,0,0,0,0,0,0,0
2018-04-30,Progress Michigan,Twitter,Persaudables - Vote Medium,0,0,0,0,0,0,0,0,0,0,0
2018-04-30,Progress Michigan,Twitter,Persaudables - Vote High,0,0,0,0,0,0,0,0,0,0,0
2018-04-30,Progress Michigan,Twitter,Democrats - Vote Low,0,0,0,0,0,0,0,0,0,0,0
2018-04-30,Progress Michigan,Twitter,Democrats  - Vote Medium,0,0,0,0,0,0,0,0,0,0,0
2018-04-30,Progress Michigan,Twitter,Democrats - Vote High,0,0,0,0,0,0,0,0,0,0,0
2018-04-30,Progress Michigan,Twitter,Persaudables - Vote Low,0,0,0,0,0,0,0,0,0,0,0
2018-04-30,Progress Michigan,Google,Unspecified (Phase 1),0,0,0,0,0,0,0,0,0,0,0
2018-04-30,Progress Michigan,Google,Republican - Vote Low,0,0,0,0,0,0,0,0,0,0,0
2018-04-30,Progress Michigan,Google,Republican - Vote Medium,0,0,0,0,0,0,0,0,0,0,0
2018-04-30,Progress Michigan,Google,Republican - Vote High,0,0,0,0,0,0,0,0,0,0,0
2018-04-30,Progress Michigan,Google,Persaudables - Vote Medium,0,0,0,0,0,0,0,0,0,0,0
2018-04-30,Progress Michigan,Google,Persaudables - Vote High,0,0,0,0,0,0,0,0,0,0,0
2018-04-30,Progress Michigan,Google,Democrats - Vote Low,0,0,0,0,0,0,0,0,0,0,0
